AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,FU,FX,SN,PN,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,gathered_by
PETANIDOU T;VOKOU D,PETANIDOU T,POLLINATION ECOLOGY OF LABIATAE IN A PHRYGANIC (EAST MEDITERRANEAN) ECOSYSTEM,AMERICAN JOURNAL OF BOTANY,AM. J. BOT.,"THIS STUDY WAS CONDUCTED IN A PHRYGANIC (EAST MEDITERRANEAN) ECOSYSTEM AT DAPHNI, NEAR ATHENS, GREECE. THE LABIATAE, REPRESENTED BY TEN SPECIES BELONGING TO NINE GENERA, DOMINATE IN THIS ECOSYSTEM TYPE. THEY FLOWER FROM FEBRUARY TO JULY. BOTH FLOWERING TIME AND NECTAR QUANTITY ARE RELATED TO THE SPECIES ABILITY TO TOLERATE INTENSE WATER STRESS. LABIATAE ARE VISITED BY 201 INSECT SPECIES. OF THESE, 43 ARE EXCLUSIVELY SUPPORTED BY THE FAMILY AND 37 ARE MONOTROPOUS. SOLITARY BEES (MAINLY ANTHOPHORIDAE, MEGACHILIDAE, HALICTIDAE) CONSTITUTE 47.3\% OF POLLINATORS. THE FAMILY IS IMPORTANT IN HOSTING SPECIALIZED BEES (15 SPECIES) IN PHRYGANA, PARTICULARLY LATE IN THE FLOWERING SEASON. LABIATAE SPECIES FORM TWO EQUALLY REPRESENTED GROUPS IN THIS SYSTEM, NAMELY, THE LATE WINTER-EARLY SPRING (EARLY) FLOWERING, VISITED BY RELATIVELY FEW POLLINATOR SPECIES, AND THE LATE SPRING-SUMMER (LATE) FLOWERING SPECIES, VISITED BY NUMEROUS POLLINATORS. THIS TEMPORAL DISTINCTION IS ACCOMPANIED BY DIFFERENT POLLINATION PROFILES THAT INCLUDE DURATION OF ANTHESIS, REWARD TO POLLINATORS, FLORAL ATTRACTIVENESS, AND FLOWER CHARACTER DIFFERENTIATION. ALL OF THESE ATTRIBUTES ARE MAXIMIZED IN THE EARLY FLOWERING PERIOD. THIS STRATEGY SUGGESTS A MECHANISM FOR RESOURCE PARTITIONING AT A TIME WHEN THE POLLINATOR RESOURCE IS LIMITED AND COMPETITION FOR THE SERVICES OF POLLINATORS IS EXPECTED TO BE INTENSE. CONTRARY TO THE CURRENT THEORY CONCERNING CORNUCOPIAN SPECIES, THE COPIOUSLY REWARDING FLOWERS OF LABIATAE IN PHRYGANA ARE NOT THOSE ABUNDANTLY SERVICED BY POLLINATORS.",NA,BEES,ENGLISH,ARTICLE,ARTICLE,41,"ARISTOTELIAN UNIV SALONIKA,SCH BIOL,DEPT ECOL,UPB 119,GR-54006 SALONIKA,GREECE.",10.2307/2445509,"OHIO STATE UNIV-DEPT BOTANY 1735 NEIL AVE, COLUMBUS, OH 43210",NA,NA,0002-9122,8,BOTANICAL SOC AMER INC,80,1993,ISIA1993LU94500006,29,PLANT SCIENCES,28,PLANT SCIENCES,NA,LU945,"ARISTOTELIAN UNIV SALONIKA,SCH BIOL,DEPT ECOL,UPB 119,GR-54006 SALONIKA,GREECE",ISI,none,ARISTOTELIAN UNIV SALONIKA,ARISTOTELIAN UNIV SALONIKA,NA,"PETANIDOU T, 1993, AM J BOT","PETANIDOU T, 1993, AM J BOT",NA,NA,NA,ana
RATSIRARSON J,RATSIRARSON J,"POLLINATION ECOLOGY OF ALOE-DIVARICATA, BERGER (LILIACEAE) - AN ENDEMIC PLANT-SPECIES OF SOUTH-WEST MADAGASCAR",SOUTH AFRICAN JOURNAL OF BOTANY-SUID-AFRIKAANSE TYDSKRIF VIR PLANTKUNDE,SOUTH AFR. J. BOT.-SUID-AFR. TYDSKR. PLANTKUNDE,"THE REPRODUCTIVE BIOLOGY AND POLLINATION ECOLOGY OF AN ENDEMIC PLANT SPECIES (ALOE DIVARICATA) OF MADAGASCAR WAS STUDIED IN ORDER TO UNDERSTAND THE RELATIVE SIGNIFICANCE OF VARIOUS FLOWER VISITORS TO FRUIT SET SUCCESS. THE FLOWERS WERE HERMAPHRODITE AND PROTANDROUS, AND WERE PRIMARILY VISITED BY SOUIMANGA SUNBIRDS (NECTARINIA SOUIMANGA) AND STINGLESS BEES (TRIGONA SP.). FLOWER DEVELOPMENT AND PHENOLOGY WERE EXAMINED. FRUIT SET SUCCESS OF FLOWERS FROM WHICH SUNBIRDS WERE EXCLUDED WAS SIGNIFICANTLY LOWER THAN THAT OF FLOWERS VISITED BY BOTH BEES AND SUNBIRDS. SUNBIRDS (NECTARINIA SOUIMANGA) APPEARED TO BE THE MOST EFFECTIVE POLLINATORS OF ALOE DIVARICATA, ALTHOUGH NUMEROUS STINGLESS BEES (TRIGONA SP.) ALSO VISITED THE FLOWERS. THE LATTER VISITORS DID NOT SEEM TO PLAY ANY ROLE IN ALOE DIVARICATA POLLINATION.",ALOE; BEES; MADAGASCAR; POLLINATION; SUNBIRDS,NA,ENGLISH,ARTICLE,ARTICLE,17,"RATSIRARSON, J (REPRINT AUTHOR), YALE UNIV,SCH FORESTRY \& ENVIRONM STUDIES,205 PROSPECT ST,NEW HAVEN,CT 06520, USA.",10.1016/S0254-6299(15)30531-7,"P O BOX 1758, PRETORIA 0001, SOUTH AFRICA",NA,NA,0254-6299,5,BUREAU SCIENTIFIC PUBL,61,1995,ISIA1995TA87400004,0,PLANT SCIENCES,11,PLANT SCIENCES,NA,TA874,"RATSIRARSON, J (REPRINT AUTHOR), YALE UNIV,SCH FORESTRY \& ENVIRONM STUDIES,205 PROSPECT ST,NEW HAVEN,CT 06520, USA",ISI,none,NA,YALE UNIV,NA,"RATSIRARSON J, 1995, SOUTH AFR J BOT -SUID-AFR TYDSKR PLANTKUNDE","RATSIRARSON J, 1995, SOUTH AFR J BOT -SUID-AFR TYDSKR PLANTKUNDE",NA,NA,NA,ana
CAMARGO MP;GONCALVES RB,CAMARGO MP,"REGISTER OF A GYNANDROMORPH OF EUGLOSSA PLEOSTICTA DRESSLER (HYMENOPTERA, APIDAE)",REVISTA BRASILEIRA DE ENTOMOLOGIA,REV. BRAS. ENTOMOL.,"REGISTER OF A GYNANDROMORPH OF EUGLOSSA PLEOSTICTA (HYMENOPTERA, APIDAE). HERE WE PROVIDE A DESCRIPTION OF A GYNANDROMORPH OF EUGLOSSA PLEOSTICTA WITH PARTIAL BILATERAL PHENOTYPIC ASYMMETRY. THE SPECIMEN WAS COLLECTED BY CINEOL BAIT-TRAP AT PARQUE ESTADUAL SAO CAMILO, A CONSERVATION UNIT IN WESTERN PARANA. THE BEE HAS MOSTLY A FEMALE PHENOTYPE, EXCEPT BY THE RIGHT HALF OF ITS HEAD, INCLUDING THE PRESENCE OF 11 FLAGELLOMERES, IVORY MARKINGS ON SCAPE AND PAROCULAR AREA, BY THE PILOSITY OF THE RIGHT GALEA, AND BY DEFORMED MALE CHARACTERISTICS ON MID AND HIND TIBIAE OF RIGHT LEGS.",APOIDEA; DEVIANT PHENOTYPES; EUGLOSSINI; INSECTA; GYNANDER,MALE ORCHID BEES; HALICTIDAE; APOIDEA,ENGLISH,ARTICLE,ARTICLE,4,"CAMARGO, MP (REPRINT AUTHOR), UNIV FED PARANA, SETOR PALOTINA, RUA PIONEIRO,2153 JD DALLAS, BR-85950000 PALOTINA, PR, BRAZIL.;CAMARGO, MARIELE P., GONCALVES, RODRIGO B., UNIV FED PARANA, SETOR PALOTINA, BR-85950000 PALOTINA, PR, BRAZIL.",10.1590/S0085-56262013005000033,"CAIXA POSTAL 19030, CURITIBA, PR 81531-980, BRAZIL",NA,NA,0085-5626,4,SOC BRASILEIRA ENTOMOLOGIA,57,2013,ISI000329938400013,19,ENTOMOLOGY,11,ENTOMOLOGY,GONCALVESRBGMAIL.COM,292YK,"CAMARGO, MP (REPRINT AUTHOR), UNIV FED PARANA, SETOR PALOTINA, RUA PIONEIRO,2153 JD DALLAS, BR-85950000 PALOTINA, PR, BRAZIL",ISI,none,UNIV FED PARANA,UNIV FED PARANA,NA,"CAMARGO MP, 2013, REV BRAS ENTOMOL","CAMARGO MP, 2013, REV BRAS ENTOMOL",NA,NA,NA,byron
VOGEL S;COCUCCI A,VOGEL S,POLLINATION OF BASISTEMON (SCROPHULARIACEAE) BY OIL-COLLECTING BEES IN ARGENTINA,FLORA,FLORA,"THE FLOWERS OF BASISTEMON SPINOSUS, A NEOTROPIC SHRUBBY MEMBER OF THE TRIBE HEMIMERIDEAE, WERE FOUND TO SECRETE FATTY OIL AS AN ATTRACTANT. THE POLLINATORS, OIL-COLLECTING BEES OF THE EXOMALOPSINE GENUS PARATETRAPEDIA, WERE OBSERVED IN THE CHACO FOREST OF NORTHERN ARGENTINA. IN CONTRAST TO RELATED GENERA, THE CARPET OF OIL-PRODUCING GLANDULAR HAIRS (ELAIOPHORE) IS SINGLE, AND THE CAVITY THAT BEARS IT, IS ONLY SLIGHTLY BISACCATE. FLOWER FEATURES SUGGEST LESS CLOSE AFFINITY TO ANGELONIA THAN HAS PREVIOUSLY BEEN ASSUMED, BUT RATHER TENDING TOWARDS OLD WORLD RELATIVES.",OIL-FLOWERS; POLLINATION; BASISTEMON; PARATETRAPEDIA; SECRETORY TRICHOMES; OIL-COLLECTING STRUCTURES,DIASCIA; FLOWERS; GENUS; ADAPTATION; REDIVIVA; BIOLOGY; POLLEN; AFRICA,ENGLISH,ARTICLE,ARTICLE,16,"VOGEL, S (REPRINT AUTHOR), UNIV VIENNA,INST BOT,RENNWEG 14,A-1030 VIENNA,AUSTRIA.;INST MULTIDISCIPLINAIRO BIOL VEGETAL,RA-5000 CORDOBA,ARGENTINA.",NA,"VILLENGANG 2, D-07745 JENA, GERMANY",NA,NA,0367-2530,4,GUSTAV FISCHER VERLAG JENA,190,1995,ISIA1995TJ86600006,44,"PLANT SCIENCES, ENVIRONMENTAL SCIENCES \& ECOLOGY",6,"PLANT SCIENCES, ECOLOGY",NA,TJ866,"VOGEL, S (REPRINT AUTHOR), UNIV VIENNA,INST BOT,RENNWEG 14,A-1030 VIENNA,AUSTRIA",ISI,none,INST MULTIDISCIPLINAIRO BIOL VEGETAL,UNIV VIENNA,NA,"VOGEL S, 1995, FLORA","VOGEL S, 1995, FLORA",NA,NA,NA,byron
RICKETTS TH;DAILY GC;EHRLICH PR;MICHENER CD,RICKETTS TH,ECONOMIC VALUE OF TROPICAL FOREST TO COFFEE PRODUCTION,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,PROC. NATL. ACAD. SCI. U. S. A.,"CAN ECONOMIC FORCES BE HARNESSED FOR BIODIVERSITY CONSERVATION? THE ANSWER HINGES ON CHARACTERIZING THE VALUE OF NATURE, A TRICKY BUSINESS FROM BIOPHYSICAL, SOCIOECONOMIC, AND ETHICAL PERSPECTIVES. ALTHOUGH THE SOCIETAL BENEFITS OF NATIVE ECOSYSTEMS ARE CLEARLY IMMENSE,THEY REMAIN LARGELY UNQUANTIFIED FOR ALL BUT A FEW SERVICES. HERE, WE ESTIMATE THE VALUE OF TROPICAL FOREST IN SUPPLYING POLLINATION SERVICES TO AGRICULTURE. WE FOCUS ON COFFEE BECAUSE IT IS ONE OF THE WORLD'S MOST VALUABLE EXPORT COMMODITIES AND IS GROWN IN MANY OF THE WORLD'S MOST BIODIVERSE REGIONS. USING POLLINATION EXPERIMENTS ALONG REPLICATED DISTANCE GRADIENTS, WE FOUND THAT FOREST-BASED POLLINATORS INCREASED COFFEE YIELDS BY 20\% WITHIN APPROXIMATE TO1 KM OF FOREST. POLLINATION ALSO IMPROVED COFFEE QUALITY NEAR FOREST BY REDUCING THE FREQUENCY OF ``PEABERRIES (I.E., SMALL MISSHAPEN SEEDS) BY 27\%. DURING 2000-2003, POLLINATION SERVICES FROM TWO FOREST FRAGMENTS (46 AND 111 HECTARES) TRANSLATED INTO APPROXIMATE TO\$60,000 (U.S.) PER YEAR FOR ONE COSTA RICAN FARM. THIS VALUE IS COMMENSURATE WITH EXPECTED REVENUES FROM COMPETING LAND USES AND FAR EXCEEDS CURRENT CONSERVATION INCENTIVE PAYMENTS. CONSERVATION INVESTMENTS IN HUMAN-DOMINATED LANDSCAPES CAN THEREFORE YIELD DOUBLE BENEFITS: FOR BIODIVERSITY AND AGRICULTURE.",BEES; ECOSYSTEM SERVICE; LANDSCAPE; POLLINATION,CROP POLLINATION; FRUIT-SET; BEES; CONSERVATION; BIODIVERSITY; ECOLOGY,ENGLISH,ARTICLE,ARTICLE,346,"RICKETTS, TH (REPRINT AUTHOR), WORLD WILDLIFE FUND, CONSERVAT SCI PROGRAM, 1250 24TH ST,NW, WASHINGTON, DC 20037 USA.;WORLD WILDLIFE FUND, CONSERVAT SCI PROGRAM, WASHINGTON, DC 20037 USA.;STANFORD UNIV, DEPT BIOL SCI, STANFORD, CA 94305 USA.;UNIV KANSAS, NAT HIST MUSEUM, DIV ENTOMOL, LAWRENCE, KS 66045 USA.",10.1073/PNAS.0405147101,"2101 CONSTITUTION AVE NW, WASHINGTON, DC 20418 USA",NA,NA,0027-8424,34,NATL ACAD SCIENCES,101,2004,ISI000223596200034,36,SCIENCE \& TECHNOLOGY - OTHER TOPICS,219,MULTIDISCIPLINARY SCIENCES,TAYLOR.RICKETTSWWFUS.ORG,850FI,"RICKETTS, TH (REPRINT AUTHOR), WORLD WILDLIFE FUND, CONSERVAT SCI PROGRAM, 1250 24TH ST,NW, WASHINGTON, DC 20037 USA",ISI,none,CONSERVAT SCI PROGRAM;STANFORD UNIV;UNIV KANSAS,CONSERVAT SCI PROGRAM,NA,"RICKETTS TH, 2004, PROC NATL ACAD SCI U S A","RICKETTS TH, 2004, PROC NATL ACAD SCI U S A",NA,NA,NA,john m
SAKAI S;KATO M;INOUE T,SAKAI S,THREE POLLINATION GUILDS AND VARIATION IN FLORAL CHARACTERISTICS OF BORNEAN GINGERS (ZINGIBERACEAE AND COSTACEAE),AMERICAN JOURNAL OF BOTANY,AM. J. BOT.,"THE POLLINATORS OF 29 GINGER SPECIES REPRESENTING 11 GENERA IN RELATION TO CERTAIN FLORAL MORPHOLOGICAL CHARACTERISTICS IN A MIXED-DIPTEROCARP FOREST IN BORNEO WERE INVESTIGATED. AMONG THE 29 SPECIES STUDIED, EIGHT WERE POLLINATED BY SPIDERHUNTERS (NECTARINIIDAE), 11 BY MEDIUM-SIZED AMEGILLA BEES (ANTHOPHORIDAE), AND TEN BY SMALL HALICTID BEES. THESE POLLINATION GUILDS FOUND IN GINGERS IN SARAWAK ARE COMPARABLE TO THE POLLINATION GUILDS OF NEOTROPICAL ZINGIBERALES, I.E., HUMMINGBIRD, AND EUGLOSSINE-BEE-POLLINATED GUILDS. CANONICAL DISCRIMINANT ANALYSIS REVEALED THAT THERE WERE SIGNIFICANT CORRELATIONS BETWEEN FLORAL MORPHOLOGY AND POLLINATION GUILDS AND SUGGESTS THE IMPORTANCE OF PLANT-POLLINATOR INTERACTIONS IN THE EVOLUTION OF FLORAL MORPHOLOGY. MOST SPECIES IN THE THREE GUILDS WERE SEPARATED ON THE PLOT BY THE FIRST AND SECOND CANONICAL VARIABLES. SPIDERHUNTER-POLLINATED FLOWERS HAD LONGER FLORAL TUBES, WHILE AMEGILLA-POLLINATED FLOWERS HAD WIDER LIPS THAN THE OTHERS, WHICH FUNCTION AS A PLATFORM FOR THE POLLINATORS. PISTILS AND STAMENS OF HALICTID-POLLINATED FLOWERS WERE SMALLER THAN THE OTHERS. THE FACT THAT GINGERS WITH DIVERSE MORPHOLOGIES IN A FOREST WITH HIGH SPECIES DIVERSITY WERE GROUPED INTO ONLY THREE POLLINATION GUILDS AND THAT THE POLLINATORS THEMSELVES SHOWED LOW SPECIES DIVERSITY SUGGESTS THAT MANY SPECIES OF RARE UNDERSTORY PLANTS HAVE EVOLVED WITHOUT SEGREGATING POLLINATORS IN EACH POLLINATION GUILD.",BEE; COEVOLUTION; COSTACEAE; FLORAL MORPHOLOGY; POLLINATION GUILD; SARAWAK; SPIDERHUNTER; ZINGIBERACEAE,HERMAPHRODITIC PLANT; EUGLOSSINE BEES; SELECTION; BIOLOGY; FOREST; COMPONENTS; ECOLOGY; TRAITS,ENGLISH,ARTICLE,ARTICLE,50,"SAKAI, S (REPRINT AUTHOR), KYOTO UNIV, CTR ECOL RES, SAKYO, KYOTO 6068502, JAPAN.;KYOTO UNIV, CTR ECOL RES, SAKYO, KYOTO 6068502, JAPAN.;KYOTO UNIV, GRAD SCH HUMAN \& ENVIRONM STUDIES, SAKYO, KYOTO 6068501, JAPAN.",10.2307/2656573,"OHIO STATE UNIV-DEPT BOTANY 1735 NEIL AVE, COLUMBUS, OH 43210 USA",NA,NA,0002-9122,5,BOTANICAL SOC AMER INC,86,1999,ISI000080411600005,41,PLANT SCIENCES,14,PLANT SCIENCES,NA,198FG,"SAKAI, S (REPRINT AUTHOR), KYOTO UNIV, CTR ECOL RES, SAKYO, KYOTO 6068502, JAPAN",ISI,none,KYOTO UNIV;KYOTO UNIV,KYOTO UNIV,NA,"SAKAI S, 1999, AM J BOT","SAKAI S, 1999, AM J BOT",NA,NA,NA,john m
ISHIHAMA F;UENO S;TSUMURA Y;WASHITANI I,ISHIHAMA F,"EFFECTS OF DENSITY AND FLORAL MORPH ON POLLEN FLOW AND SEED REPRODUCTION OF AN ENDANGERED HETEROSTYLOUS HERB, PRIMULA SIEBOLDII",JOURNAL OF ECOLOGY,J. ECOL.,"1 WE ASSESSED THE EFFECTS OF POPULATION DENSITY AND THE SPATIAL ARRANGEMENT OF GENETICALLY COMPATIBLE MATES ON THE SEED SET AND POLLEN FLOW OF A HETEROSTYLOUS, BUMBLEBEE-POLLINATED PERENNIAL, PRIMULA SIEBOLDII E. MORREN (PRIMULACEAE), BY USING AN EXPERIMENTAL POPULATION UNDER NATURAL POLLINATION CONDITIONS. 2 WE ALSO EXAMINED THE INTERMORPH DIFFERENCES IN THE POLLEN DISPERSAL DISTANCE AND THE FREQUENCY OF SELF- AND INTRAMORPH FERTILIZATION. 3 SEED SET WAS SIGNIFICANTLY CORRELATED WITH THE NUMBER OF OPPOSITE-MORPH FLOWERS WITHIN 2 M IN SHORT-STYLED GENETS, AND WITHIN 3 M IN LONG-STYLED GENETS. 4 MEAN POLLEN DISPERSAL DISTANCE WITHIN THE EXPERIMENTAL POPULATION WAS 5.4 M, WHICH WAS SLIGHTLY SHORTER THAN THAT IN A LOW-DENSITY POPULATION MEASURED IN A PREVIOUS STUDY (7.2 M). 5 THE PROPORTIONS OF SEEDLINGS SIRED BY THE SAME MORPH OR SELFED WERE 10.2\% AND 3.0\%, RESPECTIVELY, IN LONG-STYLED MOTHERS, COMPARED WITH 1.9\% AND 0.0\% AMONG SHORT-STYLED MOTHERS. HOWEVER, THESE DIFFERENCES WERE NOT STATISTICALLY SIGNIFICANT AND NO MARKED DIFFERENCES IN POLLEN DISPERSAL DISTANCES WERE OBSERVED BETWEEN THE TWO MORPHS. 6 OUR RESULTS SUGGEST THAT THE PRESENCE OF OPPOSITE-MORPH GENETS WITHIN SEVERAL METRES IS ESSENTIAL FOR SUCCESS OF SEED REPRODUCTION IN P. SIEBOLDII, IRRESPECTIVE OF POPULATION DENSITY, AND THAT STOCHASTIC DEVIATION OF THE MORPH RATIO IN SMALL POPULATIONS IS THEREFORE LIKELY TO CAUSE CONSIDERABLE REDUCTION IN SEED SET.",BUMBLEBEES; CONSERVATION; MICROSATELLITES; POPULATION DENSITY; PRIMULA SIEBOLDII,POPULATION-SIZE; GENE FLOW; MICROSATELLITE MARKERS; POLLINATOR BEHAVIOR; PATERNITY ANALYSIS; PLANT; CONSEQUENCES; PATTERNS; SET; DISPERSAL,ENGLISH,ARTICLE,ARTICLE,33,"ISHIHAMA, F (REPRINT AUTHOR), NATL INST ENVIRONM STUDIES, BIODIVERS CONSERVAT RES PROJECT, 16-2 ONOGAWA, TSUKUBA, IBARAKI 3058506, JAPAN.;NATL INST ENVIRONM STUDIES, BIODIVERS CONSERVAT RES PROJECT, TSUKUBA, IBARAKI 3058506, JAPAN.;FORESTRY \& FOREST PROD RES INST, DEPT FOREST GENET, GENOME ANAL LAB, TSUKUBA, IBARAKI 3058687, JAPAN.;UNIV TOKYO, GRAD SCH AGR \& LIFE SCI, TOKYO 1138657, JAPAN.",10.1111/J.1365-2745.2006.01122.X,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,NA,0022-0477,4,WILEY,94,2006,ISI000237972700012,45,"PLANT SCIENCES, ENVIRONMENTAL SCIENCES \& ECOLOGY",15,"PLANT SCIENCES, ECOLOGY",ISHIHAMANIES.GO.JP,048UT,"ISHIHAMA, F (REPRINT AUTHOR), NATL INST ENVIRONM STUDIES, BIODIVERS CONSERVAT RES PROJECT, 16-2 ONOGAWA, TSUKUBA, IBARAKI 3058506, JAPAN",ISI,none,NATL INST ENVIRONM STUDIES;FORESTRY AND FOREST PROD RES INST;UNIV TOKYO,NATL INST ENVIRONM STUDIES,NA,"ISHIHAMA F, 2006, J ECOL","ISHIHAMA F, 2006, J ECOL",NA,NA,NA,jon k
AIZEN MA;HARDER LD,AIZEN MA,THE GLOBAL STOCK OF DOMESTICATED HONEY BEES IS GROWING SLOWER THAN AGRICULTURAL DEMAND FOR POLLINATION,CURRENT BIOLOGY,CURR. BIOL.,"THE PROSPECT THAT A GLOBAL POLLINATION CRISIS CURRENTLY THREATENS AGRICULTURAL PRODUCTIVITY HAS DRAWN INTENSE RECENT INTEREST AMONG SCIENTISTS, POLITICIANS, AND THE GENERAL PUBLIC [1-5]. TO DATE, EVIDENCE FOR A GLOBAL CRISIS HAS BEEN DRAWN FROM REGIONAL OR LOCAL DECLINES IN POLLINATORS THEMSELVES [6-9] OR INSUFFICIENT POLLINATION FOR PARTICULAR CROPS [9, 10]. IN CONTRAST, OUR ANALYSIS OF FOOD AND AGRICULTURE ORGANIZATION (FAO) [11] DATA REVEALS THAT THE GLOBAL POPULATION OF MANAGED HONEY-BEE HIVES HAS INCREASED SIMILAR TO 45\% DURING THE LAST HALF CENTURY AND SUGGESTS THAT ECONOMIC GLOBALIZATION, RATHER THAN BIOLOGICAL FACTORS, DRIVES BOTH THE DYNAMICS OF THE GLOBAL MANAGED HONEY-BEE POPULATION AND INCREASING DEMANDS FOR AGRICULTURAL POLLINATION SERVICES [12]. NEVERTHELESS, AVAILABLE DATA ALSO REVEAL A MUCH MORE RAPID (>300\%) INCREASE IN THE FRACTION OF AGRICULTURE THAT DEPENDS ON ANIMAL POLLINATION DURING THE LAST HALF CENTURY, WHICH MAY BE STRESSING GLOBAL POLLINATION CAPACITY. ALTHOUGH THE PRIMARY CAUSE OF THE ACCELERATING INCREASE OF THE POLLINATOR DEPENDENCE OF COMMERCIAL AGRICULTURE SEEMS TO BE ECONOMIC AND POLITICAL AND NOT BIOLOGICAL, THE RAPID EXPANSION OF CULTIVATION OF MANY POLLINATOR-DEPENDENT CROPS HAS THE POTENTIAL TO TRIGGER FUTURE POLLINATION PROBLEMS FOR BOTH THESE CROPS AND NATIVE SPECIES IN NEIGHBORING AREAS. SUCH ENVIRONMENTAL COSTS MERIT CONSIDERATION DURING THE DEVELOPMENT OF AGRICULTURE AND CONSERVATION POLICIES.",NA,CROP POLLINATION; CONSERVATION; CONSEQUENCES; DECLINES; TRENDS,ENGLISH,ARTICLE,ARTICLE,406,"AIZEN, MA (REPRINT AUTHOR), UNIV NACL COMAHUE, CONICET, INIBIOMA, LAB ECOTONO, QUINTRAL 1250, RA-8400 SAN CARLOS DE BARILOCHE, RIO NEGRO, ARGENTINA.;AIZEN, MARCELO A., UNIV NACL COMAHUE, CONICET, INIBIOMA, LAB ECOTONO, RA-8400 SAN CARLOS DE BARILOCHE, RIO NEGRO, ARGENTINA.;AIZEN, MARCELO A., UNIV NACL COMAHUE, CTR REG BARILOCHE, RA-8400 SAN CARLOS DE BARILOCHE, RIO NEGRO, ARGENTINA.;HARDER, LAWRENCE D., UNIV CALGARY, DEPT BIOL SCI, CALGARY, AB T2N 1N4, CANADA.",10.1016/J.CUB.2009.03.071,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, MA 02139 USA",ARGENTINA NATIONAL COUNCIL FOR RESEARCH [PIP 5066]; NATIONAL UNIVERSITY OF COMAHUE [B126/04]; NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADANATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA,"THE AUTHORS THANK S.A. CUNNINGHAM, L.A. GARIBALDI, L.K. HARDER, P.D.E. HENSLEY, A.M. KLEIN, AND TWO ANONYMOUS REVIEWERS FOR USEFUL COMMENTS AND SUGGESTIONS. PARTIAL FUNDING BY THE ARGENTINA NATIONAL COUNCIL FOR RESEARCH (PIP 5066) (M.A.A.), THE NATIONAL UNIVERSITY OF COMAHUE (B126/04) (M.A.A.), AND THE NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA (L.D.H.) IS ACKNOWLEDGED.",0960-9822,11,CELL PRESS,19,2009,ISI000266891900024,28,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, LIFE SCIENCES \& BIOMEDICINE - OTHER TOPICS, CELL BIOLOGY",277,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, BIOLOGY, CELL BIOLOGY",MARCELO.AIZENCRUB.UNCOMA.EDU.AR,456YX,"AIZEN, MA (REPRINT AUTHOR), UNIV NACL COMAHUE, CONICET, INIBIOMA, LAB ECOTONO, QUINTRAL 1250, RA-8400 SAN CARLOS DE BARILOCHE, RIO NEGRO, ARGENTINA",ISI,none,UNIV NACL COMAHUE;UNIV NACL COMAHUE;UNIV CALGARY,UNIV NACL COMAHUE,NA,"AIZEN MA, 2009, CURR BIOL","AIZEN MA, 2009, CURR BIOL",NA,NA,NA,jon k
