AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,FU,FX,SN,PN,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,gathered_by
ARMBRUSTER WS;ANTONSEN L;PELABON C,ARMBRUSTER WS,PHENOTYPIC SELECTION ON DALECHAMPIA BLOSSOMS: HONEST SIGNALING AFFECTS POLLINATION SUCCESS,ECOLOGY,ECOLOGY,"POLLINATORS MAY CHOOSE WHICH FLOWERS TO VISIT BY DIRECT ASSESSMENT OF REWARDS OR BY INDIRECT ASSESSMENT OF ``HONEST ADVERTISEMENTS OR OTHER TRAITS CORRELATED WITH THE QUANTITY OR QUALITY OF REWARD. WE WISHED TO KNOW WHETHER SELECTION GENERATED BY POLLINATORS ACTED DIRECTLY OR INDIRECTLY ON FLORAL REWARDS, ON ADVERTISEMENT TRAITS, AND/OR TRAITS AFFECTING POLLINATOR EFFICIENCY (THEIR FIT WITH FLOWERS) IN DALECHAMPIA VINES (EUPHORBIACEAE) AND WHETHER THE ADVERTISEMENT (BRACT SIZE) WAS CORRELATED HONESTLY WITH REWARD AMOUNT (MEASURED BY RESIN-GLAND AREA). IN GABON WE STUDIED BEE VISITATION AND POLLEN ARRIVAL RATES TO BLOSSOMS OF D. IPOMOEFOLIA BENTH. AND FOUND THAT, DESPITE THE APPARENT VISIBILITY OF THE RESIN REWARD (AND ITS VOLUME), THE STRONGEST BEE-MEDIATED NATURAL SELECTION ACTED DIRECTLY ON BRACT SIZE RATHER THAN GLAND AREA. BLOSSOMS WITH LARGER BRACTS WERE VISITED MORE OFTEN BY THE ONLY POLLINATORS, FEMALE HERIADES NR. SPINISCUTIS (APOIDEA: MEGACHILIDAE), AND THESE BLOSSOMS RECEIVED MORE POLLEN ON THEIR STIGMAS. BLOSSOMS WITH LARGER RESIN GLANDS WERE ALSO VISITED MORE OFTEN AND RECEIVED MORE POLLEN OVERALL, BUT THIS EFFECT DISAPPEARED WHEN BRACT SIZE (WHICH WAS PHENOTYPICALLY CORRELATED WITH GLAND SIZE) WAS CONTROLLED FOR STATISTICALLY. THESE OBSERVATIONAL DATA WERE CONFIRMED BY EXPERIMENTAL REDUCTION OF BRACT SIZE, WHICH SIGNIFICANTLY DECREASED POLLEN ARRIVAL RATES. THUS, THE BEES APPEAR TO RELY ON THE ``HONEST'' CORRELATION BETWEEN ADVERTISEMENT AND REWARD IN CHOOSING THE BEST BLOSSOMS TO VISIT, AND THIS BEHAVIOR GENERATES DIRECT SELECTION FOR LARGER BRACTS AND INDIRECT SELECTION FOR LARGER RESIN GLANDS. BEES VISITING BLOSSOMS WITH LARGER SEPARATION BETWEEN THE GLAND AND STIGMAS CONTACTED THE STIGMAS LESS FREQUENTLY, AND SUCH BLOSSOMS RECEIVED LESS POLLEN ON THEIR STIGMAS. BECAUSE GLAND AREA, BRACT SIZE, AND GLAND-STIGMA SEPARATION ARE POSITIVELY CORRELATED PHENOTYPICALLY, RESPONSE TO SELECTION FOR LARGER BRACTS MAY BE LIMITED IN THIS POPULATION BY CONFLICTING SELECTION AGAINST LARGE GLAND-STIGMA SEPARATION.",DALECHAMPIA IPOMOEIFOLIA; EVOLUTION; FLORAL ADVERTISEMENT; GENETIC CORRELATION; HERIADES; HONEST SIGNALING; INDIRECT SELECTION; PHENOTYPIC SELECTION; POLLINATION,RAPHANUS-SATIVUS L; IPOMOPSIS-AGGREGATA; POLEMONIUM-VISCOSUM; FLOWER SIZE; QUANTITATIVE GENETICS; NATURAL-SELECTION; FLORAL TRAITS; SCANDENS EUPHORBIACEAE; FEMALE REPRODUCTION; MEDIATED SELECTION,ENGLISH,ARTICLE,ARTICLE,79,"ARMBRUSTER, WS (REPRINT AUTHOR), UNIV PORTSMOUTH, SCH BIOL SCI, PORTSMOUTH PO1 2DY, HANTS, ENGLAND.;UNIV PORTSMOUTH, SCH BIOL SCI, PORTSMOUTH PO1 2DY, HANTS, ENGLAND.;NORWEGIAN UNIV SCI \& TECHNOL, DEPT BIOL, N-7491 TRONDHEIM, NORWAY.;UNIV ALASKA, INST ARCTIC BIOL, FAIRBANKS, AK 99775 USA.",10.1890/04-1873,"1707 H ST NW, STE 400, WASHINGTON, DC 20006-3915 USA",NA,NA,0012-9658,12,ECOLOGICAL SOC AMER,86,2005,ISI000234066700024,87,ENVIRONMENTAL SCIENCES \& ECOLOGY,31,ECOLOGY,SCOTT.ARMBRUSTERPORT.AC.UK,994YI,"ARMBRUSTER, WS (REPRINT AUTHOR), UNIV PORTSMOUTH, SCH BIOL SCI, PORTSMOUTH PO1 2DY, HANTS, ENGLAND",ISI,none,UNIV PORTSMOUTH;NORWEGIAN UNIV SCI AND TECHNOL;UNIV ALASKA,UNIV PORTSMOUTH,NA,"ARMBRUSTER WS, 2005, ECOLOGY","ARMBRUSTER WS, 2005, ECOLOGY",NA,NA,NA,ana
SMESSAERT J;VAN GEEL M;VERRETH C;CRAUWELS S;HONNAY O;KEULEMANS W;LIEVENS B,SMESSAERT J,TEMPORAL AND SPATIAL VARIATION IN BACTERIAL COMMUNITIES OF ``JONAGOLD APPLE (MALUS X DOMESTICA BORKH.) AND ``CONFERENCE PEAR (PYRUS COMMUNIS L.) FLORAL NECTAR,MICROBIOLOGYOPEN,MICROBIOLOGYOPEN,"PRODUCTION OF MANY AGRICULTURAL CROPS AND FRUITS STRONGLY DEPENDS ON POLLINATORS. FOR INSTANCE, POME FRUITS SUCH AS APPLE AND PEAR ARE HIGHLY DEPENDENT ON POLLINATION FOR FRUIT SET, FRUIT QUALITY, AND YIELD. NECTAR IS OFTEN INHABITED BY MICROBES, MOST OFTEN YEASTS AND BACTERIA, WHICH MAY CHANGE NECTAR QUALITY AND THEREFORE ALSO AFFECT PLANT-POLLINATOR INTERACTIONS. HERE, WE USED HIGH-THROUGHPUT 16S RIBOSOMAL RNA GENE AMPLICON SEQUENCING TO INVESTIGATE THE TEMPORAL AND SPATIAL VARIATION IN BACTERIAL COMMUNITIES IN FLORAL NECTAR OF APPLE AND PEAR. WE SAMPLED 15 APPLE (MALUS X DOMESTICA BORKH.) AND 15 PEAR (PYRUS COMMUNIS L.) ORCHARDS DISTRIBUTED OVER THE EASTERN PART OF BELGIUM OVER A TIMESPAN OF SEVEN DAYS. NECTAR BACTERIAL COMMUNITY COMPOSITION DIFFERED STRONGLY AMONG FRUIT SPECIES. NECTAR OF PEAR WAS DOMINATED BY ACTINOBACTERIA, FOLLOWED BY PROTEOBACTERIA AND FIRMICUTES. APPLE NECTAR WAS STRONGLY ENRICHED IN BACTEROIDETES, A PHYLUM WHICH UNTIL NOW HAS BEEN FOUND TO BE RARELY ASSOCIATED WITH FLORAL NECTAR. NECTAR WAS DOMINATED BY ONLY A FEW BACTERIAL SPECIES, WITH BREVIBACTERIUM (ACTINOBACTERIA) AND UNDIBACTERIUM (PROTEOBACTERIA) AS THE MOST ABUNDANT BACTERIA IN PEAR AND APPLE NECTAR, RESPECTIVELY. BACTERIAL RICHNESS AND DIVERSITY WERE FOUND TO FLUCTUATE DURING FLOWERING, LIKELY DUE TO CHANGING ENVIRONMENTAL CONDITIONS. ADDITIONALLY, SPATIAL STRUCTURE IN NECTAR BACTERIAL COMMUNITY COMPOSITION WAS FOUND IN APPLE ORCHARDS, WHILE THIS WAS NOT THE CASE FOR PEAR. DIFFERENCES IN NECTAR BACTERIAL COMMUNITIES BETWEEN APPLE AND PEAR NECTAR MAY DIFFERENTLY AFFECT THE CHEMICAL AND NUTRITIONAL COMPOSITION OF THE NECTAR, INFLUENCING POLLINATOR ATTRACTION AND VISITATION, AND THUS POLLINATION EFFICACY IN GENERAL.",CONFERENCE; JONAGOLD; METAGENOMIC ANALYSIS; NECTAR BACTERIA; POLLINATION; POME FRUIT,FIRE BLIGHT; DIVERSITY; YEASTS; QUALITY; ANTAGONISTS; SEQUENCES; BLOSSOMS; BEES,ENGLISH,ARTICLE,ARTICLE,0,"SMESSAERT, J (REPRINT AUTHOR), KATHOLIEKE UNIV LEUVEN, DEPT BIOSYST, LAB FRUIT BREEDING \& BIOTECHNOL, WILLEM DE CROYLAAN 42, B-3001 LEUVEN, BELGIUM.;SMESSAERT, JOLIEN, KEULEMANS, WANNES, KATHOLIEKE UNIV LEUVEN, DEPT BIOSYST, LAB FRUIT BREEDING \& BIOTECHNOL, WILLEM DE CROYLAAN 42, B-3001 LEUVEN, BELGIUM.;VAN GEEL, MAARTEN, HONNAY, OLIVIER, KATHOLIEKE UNIV LEUVEN, BIOL DEPT, PLANT CONSERVAT \& POPULAT BIOL, LEUVEN, BELGIUM.;VERRETH, CHRISTEL, CRAUWELS, SAM, LIEVENS, BART, KATHOLIEKE UNIV LEUVEN, LAB PROC MICROBIAL ECOL \& BIOINSPIRAT MANAGEMENT, DEPT MICROBIAL \& MOL SYST, ST KATELIJNE WAVER, BELGIUM.",10.1002/MBO3.918,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",AGENTSCHAP VOOR INNOVATIE DOOR WETENSCHAP EN TECHNOLOGIE [LA 150888]; FLANDERS INNOVATION AND ENTREPRENEURSHIP,"AGENTSCHAP VOOR INNOVATIE DOOR WETENSCHAP EN TECHNOLOGIE, GRANT/AWARD NUMBER: VLAIO: PROJECT LA 150888; FLANDERS INNOVATION AND ENTREPRENEURSHIP",2045-8827,12,WILEY,8,2019,ISI000482822800001,53,MICROBIOLOGY,3,MICROBIOLOGY,JOLIEN.SMESSAERTKULEUVEN.BE,KA0ZA,"SMESSAERT, J (REPRINT AUTHOR), KATHOLIEKE UNIV LEUVEN, DEPT BIOSYST, LAB FRUIT BREEDING \& BIOTECHNOL, WILLEM DE CROYLAAN 42, B-3001 LEUVEN, BELGIUM",ISI,none,KATHOLIEKE UNIV LEUVEN;KATHOLIEKE UNIV LEUVEN;KATHOLIEKE UNIV LEUVEN,KATHOLIEKE UNIV LEUVEN,NA,"SMESSAERT J, 2019, MICROBIOLOGYOPEN","SMESSAERT J, 2019, MICROBIOLOGYOPEN",NA,NA,NA,ana
FILIPOWICZ N;RENNER SS,FILIPOWICZ N,BRUNFELSIA (SOLANACEAE): A GENUS EVENLY DIVIDED BETWEEN SOUTH AMERICA AND RADIATIONS ON CUBA AND OTHER ANTILLEAN ISLANDS,MOLECULAR PHYLOGENETICS AND EVOLUTION,MOL. PHYLOGENET. EVOL.,"HALLUCINOGENIC OR TOXIC SPECIES OF BRUNFELSIA (SOLANACEAE: PETUNIEAE) ARE IMPORTANT IN NATIVE CULTURES THROUGHOUT SOUTH AMERICA, AND THE GENUS ALSO CONTAINS SEVERAL HORTICULTURALLY IMPORTANT SPECIES. AN EARLIER MORPHOLOGICAL REVISION OF THE C. 50 SPECIES RECOGNIZED THREE MAIN GROUPS, ONE CONSISTING OF THE 23 ANTILLEAN SPECIES, ANOTHER OF SOUTHERN SOUTH AMERICAN AND ANDEAN SPECIES, AND A THIRD OF SPECIES FROM THE AMAZON BASIN AND GUIANA SHIELD. BASED ON PLASTID AND NUCLEAR DNA SEQUENCES FROM UP TO 65 ACCESSIONS REPRESENTING 80\% OF THE SPECIES, WE GENERATED A PHYLOGENY AND A CALIBRATED CHRONOGRAM FOR BRUNFELSIA TO INFER CLADE EXPANSION AND SHIFTS IN POLLINATORS AND FRUIT TYPES. BRUNFELSIA FLOWERS OFFER NECTAR, AND ATTRACT LEPIDOPTERA, HUMMINGBIRDS, OR BEES, THE FRUITS ARE DRY OR FLESHY, OUR RESULTS IMPLY THAT BRUNFELSIA IS 16-21 MYR OLD AND ENTERED THE ANTILLES FROM SOUTH AMERICA EARLY DURING ITS HISTORY, WITH SUBSEQUENT EXPANSION ALONG THE ISLAND ARC. THE ANCESTOR OF THE ANTILLEAN CLADE WAS HAWK-MOTH-POLLINATED AND HAD FLESHY CAPSULES, PERHAPS FACILITATING DISPERSAL BY BIRDS. THE ONLY SHIFT TO HUMMINGBIRD POLLINATION OCCURRED ON CUBA, WHICH ALSO HARBORS THE LARGEST SINGLE RADIATION, WITH 11 SPECIES (10 INCLUDED IN OUR STUDY) THAT APPARENTLY AROSE OVER THE PAST 4 MYR. JAMAICA, HISPANIOLA, AND PUERTO RICO EACH SUSTAINED SMALLER RADIATIONS. THE DATA ALSO REVEAL AT LEAST ONE NEW SPECIES. (C) 2012 ELSEVIER INC. ALL RIGHTS RESERVED.",ANCESTRAL STATE RECONSTRUCTION; ANCESTRAL AREA RECONSTRUCTION; ANTILLES; MIOCENE; MOLECULAR CLOCK; POLLINATOR CHANGES,HISTORICAL BIOGEOGRAPHY; PHYLOGENETIC INFERENCE; CHARACTER EVOLUTION; ANDEAN UPLIFT; PLANTS; CHLOROPLAST; ANGIOSPERMS; POLLINATION; YESTERDAY; MODELS,ENGLISH,ARTICLE,ARTICLE,21,"FILIPOWICZ, N (REPRINT AUTHOR), MED ACAD GDANSK, DEPT BIOL \& PHARMACEUT BOT, AL HALLERA 107, PL-80416 GDANSK, POLAND.;FILIPOWICZ, NATALIA, RENNER, SUSANNE S., UNIV MUNICH LMU, D-80638 MUNICH, GERMANY.",10.1016/J.YMPEV.2012.02.026,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",NA,NA,1055-7903,1,ACADEMIC PRESS INC ELSEVIER SCIENCE,64,2012,ISI000305035600001,66,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",41,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",NATAGUMED.EDU.PL,955QI,"FILIPOWICZ, N (REPRINT AUTHOR), MED ACAD GDANSK, DEPT BIOL \& PHARMACEUT BOT, AL HALLERA 107, PL-80416 GDANSK, POLAND",ISI,none,UNIV MUNICH LMU,MED ACAD GDANSK,NA,"FILIPOWICZ N, 2012, MOL PHYLOGENET EVOL","FILIPOWICZ N, 2012, MOL PHYLOGENET EVOL",NA,NA,NA,byron
GEMMILL-HERREN B;OCHIENG AO,GEMMILL-HERREN B,ROLE OF NATIVE BEES AND NATURAL HABITATS IN EGGPLANT (SOLANUM MELONGENA) POLLINATION IN KENYA,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,AGRIC. ECOSYST. ENVIRON.,"THE POLLINATION REQUIREMENTS OF EGGPLANT (SOLANUM MELONGENA) WERE INVESTIGATED. ONE VARIETY OF EGGPLANT EXHIBITED A SIGNIFICANTLY REDUCED SEED SET IN ABSENCE OF POLLINATORS, AND TWO VARIETIES SIGNIFICANTLY INCREASED SEED NUMBERS WHEN POLLEN DEPOSITION WAS ENHANCED. TWO SOLITARY BEE SPECIES, XYLOCOPA CAFFRA AND MACRONOMIA RUFIPES, WERE IDENTIFIED AS EFFECTIVE POLLINATORS OF THE CROP. THE VISITATION RATES OF THESE POLLINATORS TO EGGPLANT FLOWERS DECLINED SIGNIFICANTLY WITH DISTANCE FROM THE WILD HABITAT. THE IMPORTANCE OF WILD PLANTS AS ALTERNATIVE FORAGE SOURCE FOR POLLINATORS WAS ASSESSED BY A SURVEY OF THE FLOWERING PLANTS IN DIFFERENT HABITATS SURROUNDING EGGPLANT FIELDS. WHILE RUDERAL FARM WEEDS PROVIDE MUCH OF THESE RESOURCES, THE ACACIA TORTILIS RIVERINE FOREST EXPERIENCED HIGH VISITATION RATES IN ONE CRITICAL PERIOD OF THE DRY SEASON. THE SPATIO-TEMPORAL FORAGING BEHAVIOUR OF EGGPLANT POLLINATORS HIGHLIGHTS THE ROLE OF THE AGRICULTURAL MATRIX IN CONSERVING ECOSYSTEM SERVICES. INTERSPERSION OF WILD HABITATS WITH CULTIVATED LAND PROMOTED INCREASED POLLINATION SERVICES. (C) 2008 FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS. PUBLISHED BY ELSEVIER B.V. ALL RIGHTS RESERVED.",EGGPLANT; POLLINATION; ECOSYSTEM SERVICES; WILD HABITAT; AGROECOSYSTEMS; LANDSCAPE ECOLOGY,FRUIT-SET,ENGLISH,ARTICLE,ARTICLE,31,"GEMMILL-HERREN, B (REPRINT AUTHOR), FOOD \& AGR ORG UNITED NATIONS, VIALE TERME CARACALLA, I-00153 ROME, ITALY.;GEMMILL-HERREN, BARBARA, FOOD \& AGR ORG UNITED NATIONS, I-00153 ROME, ITALY.;OCHIENG, ALFRED O., UNIV NAIROBI, DEPT BOT, NAIROBI, KENYA.;OCHIENG, ALFRED O., UNIV NAIROBI, INT CTR INSECT PHYSIOL \& ECOL, NAIROBI, KENYA.",10.1016/J.AGEE.2008.02.002,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",NA,NA,0167-8809,12,ELSEVIER,127,2008,ISI000257528100004,16,"AGRICULTURE, ENVIRONMENTAL SCIENCES \& ECOLOGY",63,"AGRICULTURE, MULTIDISCIPLINARY, ECOLOGY, ENVIRONMENTAL SCIENCES",BARBARA.HERRENFAO.ORG,324OO,"GEMMILL-HERREN, B (REPRINT AUTHOR), FOOD \& AGR ORG UNITED NATIONS, VIALE TERME CARACALLA, I-00153 ROME, ITALY",ISI,none,UNIV NAIROBI;UNIV NAIROBI,NOTREPORTED,NA,"GEMMILL-HERREN B, 2008, AGRIC ECOSYST ENVIRON","GEMMILL-HERREN B, 2008, AGRIC ECOSYST ENVIRON",NA,NA,NA,byron
CHUNG MY;SUH Y;LOPEZ-PUJOL J;NASON JD;CHUNG MG,CHUNG MY,"CLONAL AND FINE-SCALE GENETIC STRUCTURE IN POPULATIONS OF A RESTRICTED KOREAN ENDEMIC, HOSTA JONESII (LILIACEAE) AND THE IMPLICATIONS FOR CONSERVATION",ANNALS OF BOTANY,ANN. BOT.,"BACKGROUND AND AIMS IN PLANT POPULATIONS THE MAGNITUDE OF SPATIAL GENETIC STRUCTURE OF APPARENT INDIVIDUALS ( INCLUDING CLONAL RAMETS) CAN BE DIFFERENT FROM THAT OF SEXUAL INDIVIDUALS (GENETS). THUS, DISTINGUISHING THE EFFECTS OF CLONAL VERSUS SEXUAL INDIVIDUALS IN POPULATION GENETIC ANALYSES COULD PROVIDE IMPORTANT INSIGHTS FOR EVOLUTIONARY BIOLOGY AND CONSERVATION. TO INVESTIGATE THE EFFECTS OF CLONAL SPREAD ON THE FINE-SCALE SPATIAL GENETIC STRUCTURE WITHIN PLANT POPULATIONS, HOSTA JONESII (LILIACEAE), AN ENDEMIC SPECIES TO KOREA, WAS CHOSEN AS A STUDY SPECIES. METHODS USING ALLOZYMES AS GENETIC MARKERS, SPATIAL AUTOCORRELATION ANALYSIS OF RAMETS AND OF GENETS WAS KEY RESULTS JOIN- COUNT STATISTICS REVEALED THAT MOST CLONES ARE SIGNIFICANTLY AGGREGATED AT < 3- M INTERPLANT DISTANCE. SPATIAL AUTOCORRELATION ANALYSIS OF ALL INDIVIDUALS RESULTED IN SIGNIFICANTLY HIGHER MORAN'S I VALUES AT 0-3- M INTERPLANT DISTANCE THAN ANALYSES OF POPULATION SAMPLES IN WHICH CLONES WERE EXCLUDED. HOWEVER, SIGNIFICANT FINE-SCALE GENETIC STRUCTURE WAS STILL OBSERVED WHEN CLONES WERE EXCLUDED. CONCLUSIONS THESE RESULTS SUGGEST THAT CLONES ENHANCE THE MAGNITUDE OF SPATIAL AUTOCORRELATION DUE TO LOCALIZED CLONAL SPREAD. THE SIGNIFICANT FINE-SCALE GENETIC STRUCTURE DETECTED IN SAMPLES EXCLUDING CLONES IS CONSISTENT WITH THE BIOLOGICAL AND ECOLOGICAL TRAITS EXHIBITED BY H. JONESII INCLUDING BEE POLLINATION AND LIMITED SEED DISPERSAL. FOR CONSERVATION PURPOSES, GENETIC DIVERSITY WOULD BE MAXIMIZED IN LOCAL POPULATIONS OF H. JONESII BY COLLECTING OR PRESERVING INDIVIDUALS THAT ARE SPACED AT LEAST 5 M APART.",HOSTA JONESII; ALLOZYMES; CLONAL STRUCTURE; CONSERVATION; FINE-SCALE GENETIC STRUCTURE; KOREAN ENDEMIC; LILIACEAE; SAMPLING STRATEGIES,SPATIAL AUTOCORRELATION ANALYSIS; CYMBIDIUM-GOERINGII ORCHIDACEAE; ALLOZYME POLYMORPHISMS; TERRESTRIAL ORCHID; AUTO-CORRELATION; F-STATISTICS; DISTANCE; SYSTEMS; DISPERSAL; SELECTION,ENGLISH,ARTICLE,ARTICLE,11,"CHUNG, MG (REPRINT AUTHOR), GYEONGSANG NATL UNIV, DEPT BIOL, JINJU 660701, SOUTH KOREA.;GYEONGSANG NATL UNIV, DEPT BIOL, JINJU 660701, SOUTH KOREA.;SEOUL NATL UNIV, INST NAT PROD RES, SEOUL 110460, SOUTH KOREA.;UNIV BARCELONA, FAC FARM, LAB BOT, BARCELONA 08028, SPAIN.;IOWA STATE UNIV, DEPT ECOL EVOLUT \& ORGANISMAL BIOL, AMES, IA 50011 USA.",10.1093/AOB/MCI176,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",NA,NA,0305-7364,2,OXFORD UNIV PRESS,96,2005,ISI000230724400012,57,PLANT SCIENCES,13,PLANT SCIENCES,MGCHUNGNONGAE.GSNU.AC.KR,948OA,"CHUNG, MG (REPRINT AUTHOR), GYEONGSANG NATL UNIV, DEPT BIOL, JINJU 660701, SOUTH KOREA",ISI,none,GYEONGSANG NATL UNIV;SEOUL NATL UNIV;UNIV BARCELONA;IOWA STATE UNIV,GYEONGSANG NATL UNIV,NA,"CHUNG MY, 2005, ANN BOT","CHUNG MY, 2005, ANN BOT",NA,NA,NA,janean
PAPPERS SM;DE JONG TJ;KLINKHAMER PGL;MEELIS E,PAPPERS SM,EFFECTS OF NECTAR CONTENT ON THE NUMBER OF BUMBLEBEE APPROACHES AND THE LENGTH OF VISITATION SEQUENCES IN ECHIUM VULGARE (BORAGINACEAE),OIKOS,OIKOS,"THE EFFECT OF NECTAR REWARD ON A BUMBLEBEE'S DECISION TO STAY ON OR TO LEAVE AN INDIVIDUAL PLANT OF ECHIUM VULGARE WAS STUDIED IN THE FIELD. NECTAR STANDING CROP WAS VARIED BY COVERING PLANTS FOR DIFFERENT PERIODS. A STOCHASTIC MODEL IS DEVELOPED WHICH DESCRIBES THE BUMBLEBEE'S ``DECISION STRATEGY AS FUNCTION OF THE DURATION (IN SECONDS) OF THE CURRENT FLOWER VISIT (Y). THE DURATION OF THE PREVIOUS FLOWER VISIT AND THE NUMBER OF PREVIOUS FLOWER VISITS ON THE SAME PLANT DID NOT INFLUENCE THE BUMBLEBEE'S DEPARTURE BEHAVIOUR. BUMBLEBEES ON E. VULGARE USE A PROBABILISTIC DECISION RULE. THE CHANCE (P) OF STAYING ON THE PLANT CAN BE DESCRIBED BY A HYPERBOLIC FUNCTION OF THE TIME SPENT IN THE CURRENT FLOWER (Y): P=0.97 - (0.11/(0.04 + Y)). SIMULATIONS WERE CARRIED OUT IN WHICH THE DISTRIBUTION OF NECTAR OVER THE FLOWERS WITHIN A PLANT WAS VARIED. HIGH VARIATION IN NECTAR CONTENT SHORTENED VISITATION SEQUENCES. IN THE FIELD WE COVERED PLANTS TO INCREASE NECTAR STANDING CROP PER FLOWER. THIS RESULTED IN LONGER VISITATION SEQUENCES, BUT NO EFFECT OF NECTAR CONTENT ON THE NUMBER OF APPROACHES WAS FOUND. THIS IS ATTRIBUTED TO THE FACT THAT THE FIRST FEW BUMBLEBEES WHICH APPROACH A PLANT EMPTY MOST FLOWERS WITHIN A RELATIVELY SHORT PERIOD WITH RESPECT TO THE TOTAL OBSERVATION TIME.",NA,POLLINATOR VISITATION; FLOWERS; INFLORESCENCES; PLANTS; BEES; MOVEMENT; FITNESS; RULE,ENGLISH,ARTICLE,ARTICLE,24,"PAPPERS, SM (REPRINT AUTHOR), CATHOLIC UNIV NIJMEGEN, TOERNOOIVELD 1, NL-6525 ED NIJMEGEN, NETHERLANDS.;LEIDEN UNIV, INST EVOLUTIONARY \& ECOL SCI, NL-2300 RA LEIDEN, NETHERLANDS.",10.2307/3546822,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",NA,NA,0030-1299,3,MUNKSGAARD INT PUBL LTD,87,1999,ISI000085318800016,31,ENVIRONMENTAL SCIENCES \& ECOLOGY,37,ECOLOGY,NA,284EX,"PAPPERS, SM (REPRINT AUTHOR), CATHOLIC UNIV NIJMEGEN, TOERNOOIVELD 1, NL-6525 ED NIJMEGEN, NETHERLANDS",ISI,none,LEIDEN UNIV,CATHOLIC UNIV NIJMEGEN,NA,"PAPPERS SM, 1999, OIKOS","PAPPERS SM, 1999, OIKOS",NA,NA,NA,janean
