AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,AR,FU,FX,SN,PN,PP,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,BN
GIBLINDAVIS RM;NORDEN BB;BATRA SWT;EICKWORT GC,GIBLINDAVIS RM,"COMMENSAL NEMATODES IN THE GLANDS, GENITALIA, AND BROOD CELLS OF BEES (APOIDEA)",JOURNAL OF NEMATOLOGY,J. NEMATOL.,NA,NA,NA,ENGLISH,ARTICLE,ARTICLE,22,"GIBLINDAVIS, RM (REPRINT AUTHOR), UNIV FLORIDA,FT LAUDERDALE RES \& EDUC CTR,INST FOOD \& AGR SCI,FT LAUDERDALE,FL 33314, USA.;SMITHSONIAN INST,DEPT ENTOMOL,WASHINGTON,DC 20560.;USDA ARS,BELTSVILLE AGR RES CTR,BENEFICIAL INSECTS LAB,BELTSVILLE,MD 20705.;CORNELL UNIV,DEPT ENTOMOL,ITHACA,NY 14853.",NA,"3012 SKYVIEW DRIVE, LAKELAND, FL 33801-7072",NA,NA,NA,0022-300X,2,150-161,SOC NEMATOLOGISTS,22,1990,ISIA1990CY91100002,18,ZOOLOGY,6,ZOOLOGY,NA,CY911,"GIBLINDAVIS, RM (REPRINT AUTHOR), UNIV FLORIDA,FT LAUDERDALE RES \& EDUC CTR,INST FOOD \& AGR SCI,FT LAUDERDALE,FL 33314, USA",ISI,none,SMITHSONIAN INST;BELTSVILLE AGR RES CTR;CORNELL UNIV,UNIV FLORIDA,NA,"GIBLINDAVIS RM, 1990, J NEMATOL","GIBLINDAVIS RM, 1990, J NEMATOL",NA,NA,NA,NA
GREGG KB,GREGG KB,REPRODUCTIVE STRATEGY OF CLEISTES-DIVARICATA (ORCHIDACEAE),AMERICAN JOURNAL OF BOTANY,AM. J. BOT.,"IN CLEISTES DIVARICATA, A HINGED ANTHER DISPENSES A SEQUENCE OF LOOSELY AGGREGATED POLLEN TETRAD MASSES ONTO THE DORSAL THORAX OF BOMBUS AND MEGACHILE WORKERS. THIS MECHANISM ALLOWS MORE THAN ONE BEE TO RECEIVE POLLEN FROM A SINGLE FLOWER. TO DETERMINE THE EFFECTIVENESS OF THIS STRATEGY, PLANTS IN BUD WERE CAGED AND HAND POLLINATED USING POLLEN FROM SEQUENTIAL RELEASES. CAPSULES PRODUCED FROM A FLOWER'S FIRST THREE POLLEN DUMPS WERE SIGNIFICANTLY LARGER AND HEAVIER AND CONTAINED MORE SEEDS THAN THOSE PRODUCED BY LATER POLLEN DEPOSITS WITH FEWER TETRADS. DECREASING POLLEN DOSAGE DID NOT AFFECT FRUIT SET, CAPSULE DEVELOPMENT, INDIVIDUAL SEED WEIGHT, OR PERCENTAGE OF HEALTHY LOOKING EMBRYOS PER FRUIT. FRUIT SET FOR ARTIFICIAL POLLINATIONS WAS 93\% FOR POLLEN DUMPS 1-3 AND 97\% FOR DUMPS 4-18. AS SET OF NATURALLY POLLINATED MARKED PLANTS WAS ONLY 38\%, LOW FREQUENCY OF POLLINATOR VISITS APPARENTLY LIMITED SEED PRODUCTION. EFFICACY OF INFREQUENT VISITS IS MAXIMIZED, HOWEVER, BECAUSE A FLOWER'S FIRST POLLEN RELEASES CONTAIN THE MOST POLLEN, BUT LATER LOW-DOSAGE DUMPS CAN PRODUCE SOME SEEDS. AN UNEXPECTED COST WAS A HIGHER INVESTMENT OF PERICARP PER SEED IN LOW-DOSAGE CAPSULES (130 NG PERICARP SEED-1 FRESH WEIGHT) THAN IN HIGH-DOSAGE POLLINATIONS (ONLY 27 NG PERICARP SEED-1). FLOWER FADING IN PLANTS RECEIVING LOW POLLEN DOSAGE WAS AS SLOW AS THAT IN CAGED, UNPOLLINATED CONTROLS, THUS INCREASING OPPORTUNITY FOR ADDITIONAL POLLINATION.",NA,FRUIT PRODUCTION; PLATANTHERA-BLEPHARIGLOTTIS; POLLINATOR LIMITATION; CASSIA-FASCICULATA; FLORAL BIOLOGY; ANNUAL LEGUME; SEED SET; FLOWERS; PLANTS; BIGNONIACEAE,ENGLISH,ARTICLE,ARTICLE,31,"GREGG, KB (REPRINT AUTHOR), W VIRGINIA WESLEYAN COLL,DEPT BIOL,BUCKHANNON,WV 26201, USA.",10.2307/2444957,"OHIO STATE UNIV-DEPT BOTANY 1735 NEIL AVE, COLUMBUS, OH 43210",NA,NA,NA,0002-9122,3,350-360,BOTANICAL SOC AMER INC,78,1991,ISIA1991FB60700004,59,PLANT SCIENCES,3,PLANT SCIENCES,NA,FB607,"GREGG, KB (REPRINT AUTHOR), W VIRGINIA WESLEYAN COLL,DEPT BIOL,BUCKHANNON,WV 26201, USA",ISI,none,NA,W VIRGINIA WESLEYAN COLL,NA,"GREGG KB, 1991, AM J BOT","GREGG KB, 1991, AM J BOT",NA,NA,NA,NA
TORCHIO PF,TORCHIO PF,"USE OF OSMIA-LIGNARIA-PROPINQUA (HYMENOPTERA, MEGACHILIDAE) AS A MOBILE POLLINATOR OF ORCHARD CROPS",ENVIRONMENTAL ENTOMOLOGY,ENVIRON. ENTOMOL.,"THE DEVELOPMENT OF INTENSIVE AGRICULTURAL PRACTICES IN AREAS THAT INCLUDE CROSS-POLLINATED CROPS REQUIRES THE INTRODUCTION OF LARGE NUMBERS OF POLLINATING INSECTS ONLY DURING SHORT FLOWERING PERIODS. THE POLLINATION EFFICACY OF ONE POLLINATOR, OSMIA LIGNARIA PROPINQUA CRESSON, WOULD BE GREATLY IMPROVED IF NESTING POPULATIONS COULD BE SUCCESSFULLY TRANSPORTED FROM CROP TO CROP. RESULTS OF A 5-YR STUDY THAT WAS FOCUSED ON THIS SUBJECT ARE SUMMARIZED AS FOLLOWS. TWO STUDIES INVOLVED MOVING INDIVIDUAL NEST BLOCKS VARIOUS DISTANCES WITHIN ORCHARDS, TWO ADDITIONAL EXPERIMENTS TESTED THE POSSIBILITY OF MOVING BEES NESTING IN SMALL NEST SHELTERS GREATER DISTANCES DURING ACTIVE NESTING PERIODS, AND ONE STUDY TESTED TRANSPORT OF BEES NESTING IN LARGE NEST SHELTERS CONSTRUCTED ON FLAT-BED TRAILERS. ALL OF THE TRANSPORTED BEES IN THE FIRST FOUR EXPERIMENTS ABANDONED ESTABLISHED NESTS IMMEDIATELY AFTER THEY WERE MOVED, AND NONE OF THESE BEES REESTABLISHED NESTING WITHIN THE CONFINES OF EXPERIMENTAL PLOTS. CONVERSELY, > 85\% OF FEMALES NESTING IN TRAILER-SHELTERS CONTINUED TO NEST UNINTERRUPTEDLY AFTER THESE LARGE NEST SHELTERS WERE MOVED. TWO ADDITIONAL OSMIA SPECIES WERE ALSO SUCCESSFULLY TRANSPORTED WHEN THESE LARGE TRAILER-SHELTERS WERE MOVED. A SHORT DISCUSSION OF NEST ORIENTATION REQUIREMENTS EXPRESSED BY OSMIA IS INCLUDED.",INSECTA; OSMIA-LIGNARIA-PROPINQUA; ORIENTATION; DISPERSAL,UNITED-STATES CROPS; FIELD EXPERIMENTS; APPLE ORCHARDS; ALMOND ORCHARDS; CRESSON HYMENOPTERA; HONEY BEES,ENGLISH,ARTICLE,ARTICLE,12,"TORCHIO, PF (REPRINT AUTHOR), UTAH STATE UNIV,USDA ARS,BEE BIOL \& SYSTEMAT LAB,LOGAN,UT 84322, USA.",10.1093/EE/20.2.590,"9301 ANNAPOLIS RD, LANHAM, MD 20706",NA,NA,NA,0046-225X,2,590-596,ENTOMOL SOC AMER,20,1991,ISIA1991FH31500029,25,ENTOMOLOGY,14,ENTOMOLOGY,NA,FH315,"TORCHIO, PF (REPRINT AUTHOR), UTAH STATE UNIV,USDA ARS,BEE BIOL \& SYSTEMAT LAB,LOGAN,UT 84322, USA",ISI,none,NA,UTAH STATE UNIV,NA,"TORCHIO PF, 1991, ENVIRON ENTOMOL","TORCHIO PF, 1991, ENVIRON ENTOMOL",NA,NA,NA,NA
GEORGE TL;MCEWEN LC;FOWLER A,GEORGE TL,EFFECTS OF A CARBARYL BAIT TREATMENT ON NONTARGET WILDLIFE,ENVIRONMENTAL ENTOMOLOGY,ENVIRON. ENTOMOL.,"WE STUDIED THE EFFECT ON NONTARGET BIRDS, MAMMALS, AND INSECTS OF 2\% CARBARYL BRAN BAIT APPLIED FOR GRASSHOPPER CONTROL IN WESTERN NORTH DAKOTA. TOTAL BIRD DENSITY DID NOT DIFFER 2, 10, OR 21 D OR 1 YR AFTER APPLICATION. THOUGH CARBARYL IS AN ACETYLCHOLINESTERASE (ACHE) INHIBITING CHEMICAL, WE FOUND NO EVIDENCE OF DEPRESSED BRAIN ACHE IN BIRDS OR SMALL MAMMALS COLLECTED FROM THE TREATED AREA. WE SAMPLED ARTHROPOD BIOMASS ON THE TREATED AND UNTREATED AREAS WITH PITFALL TRAPS AND STICKYBOARDS. GRASSHOPPER DENSITIES WERE ESTIMATED WITH RING COUNTS. BIOMASS OF COLEOPTERA DECLINED ON THE TREATED RELATIVE TO THE UNTREATED AREA 2 AND 10 D AND 1 YR AFTER TREATMENT. BIOMASS OF ANTS (FORMICIDAE) AND ARTHROPODS CONSUMED BY BIRDS DECLINED 2 D AFTER TREATMENT BUT RECOVERED DURING LATER SAMPLING PERIODS. GRASSHOPPER NUMBERS DECLINED ON THE TREATED AREA BETWEEN THE BEFORE AND AFTER 2-D COUNT AND REMAINED UNCHANGED DURING LATER COUNTS. WE FOUND NO EVIDENCE OF A DECLINE IN HALICTID BEES, WHICH ARE THE PRIMARY POLLINATORS OF SOME NATIVE PLANT SPECIES, BUT OUR INFERENCES REGARDING CHANGES IN ARTHROPOD NUMBERS ARE LIMITED BECAUSE WE DID NOT IDENTIFY INSECTS TO SPECIES. THESE RESULTS INDICATE THAT LOW RATE (1.68 KG/HA) CARBARYL BAIT APPLICATIONS HAVE MINIMAL POTENTIAL FOR DIRECT TOXIC EFFECTS ON BIRDS AND MAMMALS BUT MAY HAVE LIMITED INDIRECT EFFECTS ON SPECIES THAT DEPEND ON CERTAIN ARTHROPOD GROUPS FOR FOOD OR SEED DISPERSAL. IT HAS BEEN SUGGESTED THAT BAIT APPLICATIONS ARE LESS HAZARDOUS TO WILDLIFE THAN LIQUID SPRAYS BECAUSE THERE IS LESS EXPOSURE TO NONTARGET ORGANISMS. OUR RESULTS GENERALLY SUPPORT THIS HYPOTHESIS, BUT THERE IS POTENTIAL FOR INDIRECT EFFECTS ON SOME SPECIES.",BIRD POPULATIONS; NONTARGET ARTHROPODS; GRASSHOPPER CONTROL,FOREST BIRDS; POPULATIONS; RANGELAND; COMMUNITY; INSECTS; HABITAT; WEIGHT,ENGLISH,ARTICLE,ARTICLE,17,"GEORGE, TL (REPRINT AUTHOR), HUMBOLDT STATE UNIV,DEPT WILDLIFE,ARCATA,CA 95521, USA.;COLORADO STATE UNIV,DEPT FISHERY \& WILDLIFE BIOL,FT COLLINS,CO 80523.",10.1093/EE/21.6.1239,"9301 ANNAPOLIS RD, LANHAM, MD 20706",NA,NA,NA,0046-225X,6,1239-1247,ENTOMOL SOC AMER,21,1992,ISIA1992KD28200002,39,ENTOMOLOGY,11,ENTOMOLOGY,NA,KD282,"GEORGE, TL (REPRINT AUTHOR), HUMBOLDT STATE UNIV,DEPT WILDLIFE,ARCATA,CA 95521, USA",ISI,none,COLORADO STATE UNIV,HUMBOLDT STATE UNIV,NA,"GEORGE TL, 1992, ENVIRON ENTOMOL","GEORGE TL, 1992, ENVIRON ENTOMOL",NA,NA,NA,NA
TORCHIO PF,TORCHIO PF,"EFFECTS OF SPORE DOSAGE AND TEMPERATURE ON PATHOGENIC EXPRESSIONS OF CHALKBROOD SYNDROME CAUSED BY ASCOSPHAERA-TORCHIORI WITHIN LARVAE OF OSMIA-LIGNARIA-PROPINQUA (HYMENOPTERA, MEGACHILIDAE)",ENVIRONMENTAL ENTOMOLOGY,ENVIRON. ENTOMOL.,"THE CAUSATIVE AGENT OF CHALKBROOD IN THE MASON BEE OSMIA LIGNARIA PROPINQUA CRESSON IS A FUNGUS RECENTLY NAMED ASCOSPHAERA TORCHIOI YOUSSEF \& MCMANUS. THE PRESENT STUDY WAS UNDERTAKEN TO DEVISE A METHODOLOGY TO MEASURE THE INFECTIVITY POTENTIAL OF THIS FUNGUS ACCURATELY, BASED ON LABORATORY EXPERIMENTS DESIGNED TO ASSURE CONSUMPTION OF ALL SPORES BY HOST LARVAE REARED UNDER NONSTRESSFUL ENVIRONMENTS. DOSES OF 10, 100, 1,000, 10,000, AND 100,000 SPORES PER CELL WERE TESTED, AND THE INFLUENCE OF TEMPERATURE WAS MEASURED BY EXPOSING REPLICATE TREATMENTS TO 20,25, OR 30-DEGREES-C. THE LEVELS OF A. TORCHIOI INFECTION OBTAINED IN THIS STUDY (0.36-8.5\%) SHOWED A LINEAR CORRELATION WITH INCREASING DOSE, AND THESE LOW-LEVEL INFECTIONS OVERLAPPED CHALKBROOD RATES FOUND IN LARGE FIELD POPULATIONS STUDIED OVER A 15-YR PERIOD (0.4-2\%). THE INFECTION RATES REPORTED IN THIS STUDY (0.36-8.5\%) ARE, HOWEVER, MUCH LOWER THAN THOSE INDUCED IN A RECENT SERIES OF RELATED LABORATORY STUDIES (57\%). CAUSES FOR THE LARGE DISCREPANCY OF RESULTS OBTAINED IN THIS STUDY VERSUS RESULTS REPORTED IN EARLIER STUDIES ARE ATTRIBUTED TO PREVIOUS EXPERIMENTAL DESIGNS IN WHICH HOST LARVAE WERE REARED IN STRESSFUL ENVIRONMENTS, PRODUCING LARVAE OF REDUCED VIGOR WHICH RESULTED IN ENORMOUS INCREASES OF CHALKBROOD MYCOSIS.",OSMIA-LIGNARIA-PROPINQUA; CHALKBROOD; PATHOGENIC FUNGUS,POLLINATOR; CRESSON; CROPS; BEE,ENGLISH,ARTICLE,ARTICLE,4,"TORCHIO, PF (REPRINT AUTHOR), UTAH STATE UNIV,USDA ARS,BEE BIOL \& SYSTEMAT LAB,LOGAN,UT 84322, USA.",10.1093/EE/21.5.1086,"9301 ANNAPOLIS RD, LANHAM, MD 20706",NA,NA,NA,0046-225X,5,1086-1091,ENTOMOL SOC AMER,21,1992,ISIA1992JU15400021,24,ENTOMOLOGY,11,ENTOMOLOGY,NA,JU154,"TORCHIO, PF (REPRINT AUTHOR), UTAH STATE UNIV,USDA ARS,BEE BIOL \& SYSTEMAT LAB,LOGAN,UT 84322, USA",ISI,none,NA,UTAH STATE UNIV,NA,"TORCHIO PF, 1992, ENVIRON ENTOMOL","TORCHIO PF, 1992, ENVIRON ENTOMOL",NA,NA,NA,NA
RATHCKE B;REAL L,RATHCKE B,"AUTOGAMY AND INBREEDING DEPRESSION IN MOUNTAIN-LAUREL, KALMIA-LATIFOLIA (ERICACEAE)",AMERICAN JOURNAL OF BOTANY,AM. J. BOT.,"WE COMPARED BREEDING SYSTEMS, INBREEDING DEPRESSION, AND POLLINATION LIMITATION BETWEEN TWO POPULATIONS OF KALMIA LATIFOLIA IN VIRGINIA AND RHODE ISLAND. PLANTS WERE AUTOGAMOUS IN VIRGINIA BUT NOT RHODE ISLAND. ALTHOUGH AUTOGAMY WITH SELFING IS HYPOTHESIZED TO REDUCE LEVELS OF INBREEDING DEPRESSION, BOTH POPULATIONS SHOWED SIMILARLY HIGH INBREEDING DEPRESSION MANIFESTED AS REDUCED FRUIT SET. AUTOGAMY MAY BE UNCORRELATED WITH SELFING RATE BECAUSE AUTOGAMY IS NOT OBLIGATE AND BECAUSE GEITONOGAMY IS LIKELY. AUTOGAMY IN THE VIRGINIA POPULATION SEEMS MOST LIKELY TO HAVE EVOLVED FOR REPRODUCTIVE ASSURANCE UNDER COMPETITION FOR POLLINATOR SERVICE. FRUIT SET WAS POLLINATION LIMITED IN THE VIRGINIA POPULATION APPARENTLY BECAUSE BUMBLEBEE POLLINATORS WERE MORE ATTRACTED TO A COFLOWERING SPECIES, VACCINIUM ERYTHROCARPUM.",NA,POLLINATION; EVOLUTION; SYSTEM; CONSEQUENCES; COMPETITION; COMMUNITY; PLANTS; RATES,ENGLISH,ARTICLE,ARTICLE,72,"RATHCKE, B (REPRINT AUTHOR), UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA.;INDIANA UNIV,DEPT BIOL,BLOOMINGTON,IN 47405.",10.2307/2445032,"OHIO STATE UNIV-DEPT BOTANY 1735 NEIL AVE, COLUMBUS, OH 43210",NA,NA,NA,0002-9122,2,143-146,BOTANICAL SOC AMER INC,80,1993,ISIA1993KM63500004,29,PLANT SCIENCES,15,PLANT SCIENCES,NA,KM635,"RATHCKE, B (REPRINT AUTHOR), UNIV MICHIGAN,DEPT BIOL,ANN ARBOR,MI 48109, USA",ISI,none,INDIANA UNIV,UNIV MICHIGAN,NA,"RATHCKE B, 1993, AM J BOT","RATHCKE B, 1993, AM J BOT",NA,NA,NA,NA
VANWYK BE,VANWYK BE,NECTAR SUGAR COMPOSITION IN SOUTHERN AFRICAN PAPILIONOIDEAE (FABACEAE),BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM. SYST. ECOL.,"THE NECTAR SUGAR COMPOSITION OF SEVERAL GENERA OF THE SUBFAMILY PAPILIONOIDEAE (FABACEAE) HAVE BEEN ANALYSED, INCLUDING MANY SOUTHERN AFRICAN ENDEMIC GENERA OF THE TRIBES CROTALARIEAE, PODALYRIEAE AND LIPARIEAE. NECTAR SUGARS WERE FOUND TO BE CONSERVATIVE CHARACTERS WITH LIMITED TAXONOMIC VALUE. MOST OF THE SAMPLES CONTAINED HIGH CONCENTRATIONS OF SUCROSE, REACHING NEARLY 100\% IN SPECIES OF VIRGILIA AND CYCLOPIA OF THE TRIBE PODALYRIEAE. FRUCTOSE AND GLUCOSE ARE PRESENT IN MORE OR LESS EQUAL AMOUNTS, AND ARE THE DOMINANT SUGARS IN THE NECTAR OF ERYTHRINA AND SUTHERLANDIA (BOTH BIRD-POLLINATED) BUT ALSO IN PEARSONIA AND SOME SPECIES OF LOTONONIS (BOTH BEE-POLLINATED) THE CONSERVATIVE NATURE OF NECTAR SUGARS IS CLEARLY SEEN IN THE TWO SPECIES OF LIPARIA (TRIBE LIPARIEAE) WHERE THERE ARE MORPHOLOGICAL ADAPTATIONS TO BIRD POLLINATION IN L. SPLENDENS BUT NO CORRESPONDING DIFFERENCE IN THE SUGAR COMPOSITION OF THE NECTAR.",CROTALARIEAE; LIPARIEAE; PODALYRIEAE; PAPILIONOIDEAE; FABACEAE; NECTAR SUGARS; CHEMOTAXONOMY,BEE XYLOCOPA-CAPITATA; CARPENTER,ENGLISH,ARTICLE,ARTICLE,35,"VANWYK, BE (REPRINT AUTHOR), RAND AFRIKAANS UNIV,DEPT BOT,POB 524,AUCKLAND PK,JOHANNESBURG 2006,SOUTH AFRICA.",10.1016/0305-1978(93)90045-S,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",NA,NA,NA,0305-1978,2,271-277,PERGAMON-ELSEVIER SCIENCE LTD,21,1993,ISIA1993KU40900012,26,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, ENVIRONMENTAL SCIENCES \& ECOLOGY, EVOLUTIONARY BIOLOGY",6,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, ECOLOGY, EVOLUTIONARY BIOLOGY",NA,KU409,"VANWYK, BE (REPRINT AUTHOR), RAND AFRIKAANS UNIV,DEPT BOT,POB 524,AUCKLAND PK,JOHANNESBURG 2006,SOUTH AFRICA",ISI,none,NA,RAND AFRIKAANS UNIV,NA,"VANWYK BE, 1993, BIOCHEM SYST ECOL","VANWYK BE, 1993, BIOCHEM SYST ECOL",NA,NA,NA,NA
RAMIREZ N;SERES A,RAMIREZ N,PLANT REPRODUCTIVE-BIOLOGY OF HERBACEOUS MONOCOTS IN A VENEZUELAN TROPICAL CLOUD FOREST,PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST. EVOL.,"THE REPRODUCTIVE BIOLOGY OF 29 HERBACEOUS UNDERSTORY MONOCOT SPECIES WAS STUDIED IN A TROPICAL CLOUD FOREST OF NORTHERN COASTAL VENEZUELA (HENRI PITTIER NATIONAL PARK). OF THE 23 PLANT SPECIES, 6 (26.1\%) WERE SELF-INCOMPATIBLE AND 17 (73.9\%) SELF-COMPATIBLE, THE LATTER CONSISTING OF 12 (52.2\%) FULLY SELF-COMPATIBLE AND 5 (21.7\%) PARTIALLY SELF-COMPATIBLE SPECIES. AN ANALYSIS OF SEXUAL SYSTEMS AND TEMPORAL VARIATION OF SEX EXPRESSION SHOWED THAT OF 29 MONOCOT SPECIES, 14 (48.3 \%) WERE HERMAPHRODITE AND ADICHOGAMOUS, 14 (48.3\%) MONOECIOUS AND DICHOGAMOUS, AND ONE (3.4\%) DIOECIOUS. THE COMBINATION OF MONOECY AND DICHOGAMY PREVENTED AUTOGAMY IN 11 (91.7\%) OF THE 12 SELF-COMPATIBLE AND MONOECIOUS SPECIES, ONE (8.3\%) WAS AUTOGAMOUS. OF ALL SPECIES, 24 (82.8\%) WERE OBLIGATE OUTBREEDERS, 2 (6.9\%) SPONTANEOUSLY AUTOGAMOUS, AND 3 (10.3\%) PARTIALLY AUTOGAMOUS. OVULE AND FLOWER ABORTION WERE NOT SIGNIFICANTLY DIFFERENT BETWEEN THE DIFFERENT GROUPS. POLLEN-OVULE RATIO WAS SIGNIFICANTLY DIFFERENT BETWEEN MONOECIOUS AND HERMAPHRODITE SPECIES. THE NUMBER OF POLLEN GRAINS AND OVULES PER FLOWER AND THE POLLEN-OVULE RATIO WERE VARIABLE AMONG VARIOUS POLLINATION TYPES. THE AVERAGE POLLEN-OVULE RATIO WAS HIGHER IN BEETLE-, DIPTERAN-, AND WIND-POLLINATED SPECIES THAN IN BEE-, BIRD-, AND BAT-POLLINATED SPECIES. THE FIRST THREE POLLINATION TYPES WERE RESTRICTED TO MONOECIOUS SPECIES, AND THE SECOND THREE GROUPS WERE RESTRICTED TO HERMAPHRODITE SPECIES. OF 33 PLANT SPECIES INVESTIGATED, 12 (36.4\%) DISPLAYED VEGETATIVE REPRODUCTION. THE REPRODUCTIVE FEATURES OF THE UNDERSTORY MONOCOT SPECIES ARE DISCUSSED IN THE CONTEXT OF LIFE FORM, DEVICES OF CROSS-POLLINATION, AND GEOLOGICAL HISTORY OF THE TROPICAL CLOUD FOREST.",MONOCOTS; TROPICAL CLOUD FOREST; REPRODUCTIVE BIOLOGY; BREEDING SYSTEM; POLLEN-OVULE RATIO,FLORAL SEX-RATIOS; BREEDING SYSTEMS; SELF-INCOMPATIBILITY; FLOWERING PLANTS; ANGIOSPERMS; COMMUNITY; POLLEN; TREES; INTERFERENCE; AVOIDANCE,ENGLISH,ARTICLE,ARTICLE,36,"RAMIREZ, N (REPRINT AUTHOR), CENT UNIV VENEZUELA, FAC CIENCIAS, DEPT BOT, APTDO 20513, CARACAS, VENEZUELA.",10.1007/BF00986189,"SACHSENPLATZ 4-6, PO BOX 89, A-1201 WIEN, AUSTRIA",NA,NA,NA,0378-2697,34,129-142,SPRINGER WIEN,190,1994,ISIA1994NQ41700001,36,"PLANT SCIENCES, EVOLUTIONARY BIOLOGY",2,"PLANT SCIENCES, EVOLUTIONARY BIOLOGY",NA,NQ417,"RAMIREZ, N (REPRINT AUTHOR), CENT UNIV VENEZUELA, FAC CIENCIAS, DEPT BOT, APTDO 20513, CARACAS, VENEZUELA",ISI,none,NA,CENT UNIV VENEZUELA,NA,"RAMIREZ N, 1994, PLANT SYST EVOL","RAMIREZ N, 1994, PLANT SYST EVOL",NA,NA,NA,NA
TILLBOTTRAUD I;VENABLE DL;DAJOZ I;GOUYON PH,TILLBOTTRAUD I,SELECTION ON POLLEN MORPHOLOGY - A GAME-THEORY MODEL,AMERICAN NATURALIST,AM. NAT.,"VARIATION IN POLLEN APERTURE NUMBER HAS BEEN WIDELY DESCRIBED AMONG AND WITHIN ANGIOSPERM SPECIES, AND FOSSIL DATA INDICATE THAT APERTURE NUMBER HAS INCREASED OVER GEOLOGICAL TIME. WITHIN SPECIES, VARIATION IN APERTURE NUMBER IS VERY OFTEN FOUND WITHIN INDIVIDUAL PLANTS (HETEROMORPHISM), WITH THE GENETIC VARIATION BEING EXPRESSED IN MORPH PROPORTIONS PRODUCED BY INDIVIDUALS. WE PRESENT MODELS OF THE EVOLUTION OF POLLEN APERTURE NUMBER MOTIVATED BY PREVIOUS RESULTS ON VIOLA DIVERSIFOLIA IN WHICH HIGHER APERTURE NUMBER RESULTS IN MORE RAPID GERMINATION AND LOWER LONGEVITY. THE MODELS DEMONSTRATE THAT UNDER CERTAIN CONDITIONS SELECTION RESULTS IN A MIXED EVOLUTIONARILY STABLE STRATEGY (ESS), IN WHICH ALL PLANTS PRODUCE ALL TYPES OF POLLEN. IN CONTRAST, SELECTION CANNOT EASILY MAINTAIN A STANDARD GENETIC POLYMORPHISM WITH EACH POLLEN MORPH PRODUCED ON A DIFFERENT PLANT. THESE PREDICTIONS MATCH THE AVAILABLE EVIDENCE ON PATTERNS OF NATURAL VARIATION IN POLLEN APERTURE NUMBER. THE MODELS AND DATA LEAD TO AN UNUSUAL EVOLUTIONARY PREDICTION: A POPULATION-LEVEL INCREASE IN THE MEAN NUMBER OF POLLEN APERTURES SHOULD OCCUR BY A PROGRESSIVE INCREASE IN THE PROPORTION OF HIGHER APERTURE-NUMBER MORPHS PRODUCED ON INDIVIDUAL PLANTS, RATHER THAN BY AN INCREASE IN THE PROPORTION OF INDIVIDUALS THAT CONSISTENTLY PRODUCE POLLEN WITH DIFFERENT APERTURE NUMBERS.",NA,POLLINATION DYNAMICS; HERMAPHRODITIC PLANT; SEXUAL SELECTION; BREEDING SYSTEM; FLORAL BIOLOGY; BUMBLE BEES; CARRY-OVER; EVOLUTION; NECTAR; COMPETITION,ENGLISH,ARTICLE,ARTICLE,23,"TILLBOTTRAUD, I (REPRINT AUTHOR), UNIV PARIS 11,EVOLUT \& SYSTEMAT VEGETAUX LAB,CNRS,URA 1492,F-91405 ORSAY,FRANCE.;UNIV ARIZONA,DEPT ECOL \& EVOLUT BIOL,TUCSON,AZ 85721.",10.1086/285683,"5720 S WOODLAWN AVE, CHICAGO, IL 60637",NA,NA,NA,0003-0147,3,395-411,UNIV CHICAGO PRESS,144,1994,ISIA1994PE23600003,52,"ENVIRONMENTAL SCIENCES \& ECOLOGY, EVOLUTIONARY BIOLOGY",12,"ECOLOGY, EVOLUTIONARY BIOLOGY",NA,PE236,"TILLBOTTRAUD, I (REPRINT AUTHOR), UNIV PARIS 11,EVOLUT \& SYSTEMAT VEGETAUX LAB,CNRS,URA 1492,F-91405 ORSAY,FRANCE",ISI,none,UNIV ARIZONA,NOTDECLARED,NA,"TILLBOTTRAUD I, 1994, AM NAT","TILLBOTTRAUD I, 1994, AM NAT",NA,NA,NA,NA
