AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,FU,FX,SN,PN,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,gathered_by
WESTERKAMP C,WESTERKAMP C,KEEL BLOSSOMS: BEE FLOWERS WITH ADAPTATIONS AGAINST BEES,FLORA,FLORA,"FLOWERS FROM DIVERSE ANGIOSPERM FAMILIES CONCEAL THEIR POLLEN WITHIN A KEEL. VISITORS IN SEARCH OF NECTAR ENTER THE NARROW ENTRANCE BETWEEN THE MOVABLE KEEL AND THE OPPOSED IMMOVABLE FLAG. THUS, THEY SECONDARILY RELEASE (DOSES OF) POLLEN FROM ITS COVER. AS BEES ARE THE ONLY VISITORS ABLE TO HANDLE THESE FLOWERS AND THUS THEIR ESSENTIAL POLLINATORS ON ONE HAND AND THE ONLY POLLEN FORAGERS ON THE OTHER HAND, KEEL BLOSSOMS ARE BEST UNDERSTOOD AS AN ADAPTIVE RESPONSE OF PLANTS TO THE DILEMMA OF STRONG COMPETITION FOR POLLEN BETWEEN FLOWERS AND BEES.",PAPILIONATE BLOSSOMS; FLAG BLOSSOMS; KEEL BLOSSOMS; POLLEN FORAGING; BEE FLOWERS; COMPETITION FOR POLLEN,POLLEN DISPERSAL; FABACEAE-VICIEAE; APIOS-AMERICANA; BUMBLE BEES; BIOLOGY,ENGLISH,ARTICLE,ARTICLE,72,NA,NA,"VILLENGANG 2, D-07745 JENA, GERMANY",NA,NA,0367-2530,2,GUSTAV FISCHER VERLAG,192,1997,ISIA1997WY95600004,35,"PLANT SCIENCES, ENVIRONMENTAL SCIENCES \& ECOLOGY",20,"PLANT SCIENCES, ECOLOGY",NA,WY956,NA,ISI,none,NA,NOTREPORTED,NA,"WESTERKAMP C, 1997, FLORA","WESTERKAMP C, 1997, FLORA",NA,NA,NA,byron
CRESSWELL JE,CRESSWELL JE,STABILIZING SELECTION AND THE STRUCTURAL VARIABILITY OF FLOWERS WITHIN SPECIES,ANNALS OF BOTANY,ANN. BOT.,"ZOOPHILOUS FLOWERS OFTEN APPEAR TO BE PRECISELY FORMED FOR POLLEN TRANSFER AND EXHIBIT RELATIVELY LITTLE VARIABILITY IN STRUCTURE WITHIN SPECIES. FUNCTIONAL OPTIMIZATION BY THE SEEMINGLY EXACTING REQUIREMENTS OF POLLEN TRANSFER MAY ACCOUNT FOR THESE OBSERVATIONS. I USED THE RESULTS OF A LITERATURE SURVEY TO EXAMINE THE LEVELS OF INTRASPECIFIC VARIATION IN FLOWERS ACROSS A WIDE RANGE OF TAXA. THE LEAST VARIABLE ATTRIBUTES WERE THOSE POTENTIALLY AFFECTING THE MECHANICAL FIT BETWEEN FLOWER AND POLLINATOR, WHICH ARE POTENTIALLY CONSTRAINED BY SELECTION FOR POLLINATION PERFORMANCE. I DISCUSS SIX MECHANISMS BY WHICH PLANT-POLLINATOR INTERACTIONS COULD GENERATE STABILIZING SELECTION ON FLOWERS. IN ADDITION, I CONSIDER THE STABILIZING ROLES OF LIMITING RESOURCES AND ALSO TWO FUNCTIONALLY-NEUTRAL MECHANISMS. FURTHER WORK IS REQUIRED TO IDENTIFY THE ACTUAL MECHANISMS BY WHICH SELECTION STABILIZES THE EVOLUTION OF FLOWERS. (C) 1998 ANNALS OF BOTANY COMPANY.",STABILIZING SELECTION; FLOWERS; POLLINATION; VARIATION,ALPINE SKY PILOT; POLEMONIUM-VISCOSUM; FLORAL TRAITS; POLLINATION SUCCESS; IPOMOPSIS-AGGREGATA; NECTAR PRODUCTION; BUMBLE BEES; HERMAPHRODITIC PLANT; HANDLING EFFICIENCY; MEDIATED SELECTION,ENGLISH,ARTICLE,ARTICLE,107,"CRESSWELL, JE (REPRINT AUTHOR), UNIV EXETER, DEPT BIOL SCI, HATHERLY LABS, PRINCE WALES RD, EXETER EX4 4PS, DEVON, ENGLAND.;UNIV EXETER, DEPT BIOL SCI, HATHERLY LABS, EXETER EX4 4PS, DEVON, ENGLAND.",10.1006/ANBO.1998.0594,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",NA,NA,0305-7364,4,ACADEMIC PRESS LTD,81,1998,ISI000073532400001,74,PLANT SCIENCES,30,PLANT SCIENCES,NA,ZM377,"CRESSWELL, JE (REPRINT AUTHOR), UNIV EXETER, DEPT BIOL SCI, HATHERLY LABS, PRINCE WALES RD, EXETER EX4 4PS, DEVON, ENGLAND",ISI,none,UNIV EXETER,UNIV EXETER,NA,"CRESSWELL JE, 1998, ANN BOT","CRESSWELL JE, 1998, ANN BOT",NA,NA,NA,byron
BLANCHE KR;HUGHES M;LUDWIG JA;CUNNINGHAM SA,BLANCHE KR,DO FLOWER-TRIPPING BEES ENHANCE YIELDS IN PEANUT VARIETIES GROWN IN NORTH QUEENSLAND?,AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,AUST. J. EXP. AGRIC.,"IT HAS BEEN DEMONSTRATED THAT TRIPPING OF PEANUT FLOWERS BY LARGE BEES ENHANCES POLLINATION AND IMPROVES PEANUT YIELDS OF SOME EARLY COMMERCIAL PEANUT VARIETIES BUT THIS PHENOMENON HAS NOT BEEN EVALUATED FOR RECENTLY DEVELOPED PEANUT VARIETIES. OUR STUDY AIMED TO ESTABLISH WHETHER BEES PROVIDE THIS SERVICE FOR PEANUT VARIETIES CURRENTLY GROWN ON THE ATHERTON TABLELAND, NORTH QUEENSLAND. TO MEASURE THE IMPACT OF NATIVE AND INTRODUCED BEES OCCURRING WITHOUT ASSISTANCE IN CROPS, WE SET UP 3 CAGE TREATMENTS (MESHED TO EXCLUDE LARGE BEES, PARTLY MESHED TO ALLOW BEE ACCESS BUT TAKE CAGE EFFECTS INTO ACCOUNT, AND UNMESHED) IN EACH OF 7 PEANUT CROPS. WE ALSO TRAPPED BEES IN EACH CROP FOR THE ENTIRE FLOWERING PERIOD. IN A SEPARATE EXPERIMENT, DESIGNED TO ENSURE THAT SUITABLE LARGE BEES WERE ABUNDANT NEARBY, WE SET UP 6 REPLICATES OF THE SAME 3 CAGE TREATMENTS IN ANOTHER PEANUT CROP WHERE 4 HONEYBEE COLONIES WERE LOCATED. ON A SUNNY DAY, DURING PEAK FLOWERING, WE MONITORED THE NUMBER OF HONEYBEE VISITS TO THE PEANUT FLOWERS IN THIS CROP BETWEEN 0820 AND 1730 HOURS. AT HARVEST, WE FOUND THAT THERE WAS NO EFFECT OF TREATMENT ON PEANUT YIELD (NUMBER OF PEANUTS/G PLANT BIOMASS). THUS, BEES WERE NOT CONTRIBUTING TO PEANUT POLLINATION. THIS WAS REFLECTED IN THE FACT THAT NO HONEYBEES (OR NATIVE BEES) WERE OBSERVED VISITING PEANUT FLOWERS IN THE CROP AUGMENTED WITH HONEYBEES, AND EVEN THOUGH WE CAUGHT 6 SPECIES OF SUITABLY SIZED BEES IN THE OTHER PEANUT CROPS, NO BEE SPECIES WAS COMMON. IT SEEMS LIKELY THAT SELECTION FOR OTHER DESIRABLE PEANUT TRAITS HAS RESULTED IN DEVELOPMENT OF VARIETIES THAT ARE NO LONGER ATTRACTIVE TO FLOWER-TRIPPING BEES AND THAT THERE IS NO ADVANTAGE TO BE GAINED BY NORTH QUEENSLAND GROWERS PROMOTING BEES IN CROPS OF THESE VARIETIES.",APIDAE; ARACHIS HYPOGAEA L.; ECOSYSTEM SERVICE; HALICTIDAE; MEGACHILIDAE,ARACHIS-HYPOGAEA L; APOIDEA,ENGLISH,ARTICLE,ARTICLE,2,"BLANCHE, KR (REPRINT AUTHOR), TROP FOREST RES CTR, CSIRO ENTOMOL, GPO BOX 780, ATHERTON, QLD 4883, AUSTRALIA.;TROP FOREST RES CTR, CSIRO ENTOMOL, ATHERTON, QLD 4883, AUSTRALIA.;QUEENSLAND DEPT PRIMARY IND \& FISHERIES, KAIRI RES STN, QLD 4882, AUSTRALIA.;TROP FOREST RES CTR, CSIRO SUSTAINABLE ECOSYST, ATHERTON, QLD 4883, AUSTRALIA.;CSIRO ENTOMOL, CANBERRA, ACT 2601, AUSTRALIA.",10.1071/EA05190,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC 3168, AUSTRALIA",NA,NA,0816-1089,11,CSIRO PUBLISHING,46,2006,ISI000241057200016,21,AGRICULTURE,9,"AGRICULTURE, MULTIDISCIPLINARY",BUGLADYTPG.COM.AU,091VU,"BLANCHE, KR (REPRINT AUTHOR), TROP FOREST RES CTR, CSIRO ENTOMOL, GPO BOX 780, ATHERTON, QLD 4883, AUSTRALIA",ISI,none,TROP FOREST RES CTR;KAIRI RES STN;TROP FOREST RES CTR,TROP FOREST RES CTR,NA,"BLANCHE KR, 2006, AUST J EXP AGRIC","BLANCHE KR, 2006, AUST J EXP AGRIC",NA,NA,NA,janean
MACHADO IC;LOPES AV,MACHADO IC,"FLORAL TRAITS AND POLLINATION SYSTEMS IN THE CAATINGA, A BRAZILIAN TROPICAL DRY FOREST",ANNALS OF BOTANY,ANN. BOT.,"BACKGROUND AND AIMS POLLINATION IS A CRITICAL STAGE IN PLANT REPRODUCTION AND THUS IN THE MAINTENANCE AND EVOLUTION OF SPECIES AND COMMUNITIES. THE CAATINGA IS THE FOURTH LARGEST ECOSYSTEM IN BRAZIL, BUT DESPITE ITS GREAT EXTENT AND ITS IMPORTANCE FEW STUDIES PROVIDING ECOLOGICAL INFORMATION ARE AVAILABLE, WITH A NOTABLE LACK OF WORK FOCUSING ON POLLINATION BIOLOGY. HERE, GENERAL DATA ARE PRESENTED REGARDING THE FREQUENCY OF POLLINATION SYSTEMS WITHIN CAATINGA COMMUNITIES, WITH THE AIM OF CHARACTERIZING PATTERNS RELATED TO FLORAL ATTRIBUTES IN ORDER TO MAKE POSSIBLE COMPARISONS WITH DATA FOR PLANT COMMUNITIES IN OTHER TROPICAL AREAS, AND TO TEST IDEAS ABOUT THE UTILITY OF SYNDROMES. THIS PAPER ALSO INTENDS TO PROVIDE A REFERENCE POINT FOR FURTHER STUDIES ON POLLINATION ECOLOGY IN THIS THREATENED ECOSYSTEM. METHODS THE FLORAL TRAITS AND THE POLLINATION SYSTEMS OF 147 SPECIES WERE ANALYSED IN THREE AREAS OF CAATINGA VEGETATION IN NORTHEASTERN BRAZIL, AND COMPARED WITH WORLD-WIDE STUDIES FOCUSING ON THE SAME SUBJECT. FOR EACH SPECIES, FLORAL ATTRIBUTES WERE RECORDED AS FORM, SIZE, COLOUR, REWARDS AND POLLINATION UNITS. THE SPECIES WERE GROUPED INTO 12 GUILDS ACCORDING TO THE MAIN POLLINATOR VECTOR. ANALYSES OF THE FREQUENCIES OF THE FLORAL TRAITS AND POLLINATION SYSTEMS WERE UNDERTAKEN. KEY RESULTS NECTAR AND POLLEN WERE THE MOST COMMON FLORAL RESOURCES AND INSECT POLLINATION WAS THE MOST FREQUENT, OCCURRING IN 69.9\% OF THE STUDIED SPECIES. OF THE ENTOMOPHILOUS SPECIES, 61.7\% WERE CONSIDERED TO BE MELITTOPHILOUS (43.1\% OF THE TOTAL). VERTEBRATE POLLINATION OCCURRED IN 28.1\% OF THE SPECIES (ORNITHOPHILY IN 15.0\% AND CHIROPTEROPHILY IN 13.1\%), AND ANEMOPHILY WAS RECORDED IN ONLY 2.0\%. CONCLUSIONS THE RESULTS INDICATED THAT THE POLLINATION SYSTEMS IN CAATINGA, DESPITE CLIMATIC RESTRICTIONS, ARE DIVERSIFIED, WITH A LOW PERCENTAGE OF GENERALIST FLOWERS, AND SIMILAR TO OTHER TROPICAL DRY AND WET FOREST COMMUNITIES, INCLUDING THOSE WITH HIGH RAINFALL LEVELS. (C) 2004 ANNALS OF BOTANY COMPANY.",FLORAL TRAITS; FLORAL REWARDS; POLLINATION SYNDROMES; DRY FORESTS; CAATINGA; NORTHEAST BRAZIL,OIL-COLLECTING BEES; REPRODUCTIVE-BIOLOGY; NORTHEASTERN BRAZIL; VENEZUELAN GUAYANA; DIPTEROCARP FOREST; RAIN-FOREST; NE BRAZIL; COMMUNITY; FRAGMENTATION; PLANTS,ENGLISH,ARTICLE,ARTICLE,87,"MACHADO, IC (REPRINT AUTHOR), UNIV FED PERNAMBUCO, CCB, DEPT BOT, BR-50372970 RECIFE, PE, BRAZIL.;UNIV FED PERNAMBUCO, CCB, DEPT BOT, BR-50372970 RECIFE, PE, BRAZIL.",10.1093/AOB/MCH152,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",NA,NA,0305-7364,3,OXFORD UNIV PRESS,94,2004,ISI000223894600005,92,PLANT SCIENCES,41,PLANT SCIENCES,IMACHADOUFPE.BR,854HV,"MACHADO, IC (REPRINT AUTHOR), UNIV FED PERNAMBUCO, CCB, DEPT BOT, BR-50372970 RECIFE, PE, BRAZIL",ISI,none,UNIV FED PERNAMBUCO,UNIV FED PERNAMBUCO,NA,"MACHADO IC, 2004, ANN BOT","MACHADO IC, 2004, ANN BOT",NA,NA,NA,janean
PINZAUTI M;FREDIANI D,PINZAUTI M,HONEY-BEE COLONIES IN CONFINED ENVIRONMENTAL-CONDITIONS,ETHOLOGY ECOLOGY \& EVOLUTION,ETHOL. ECOL. EVOL.,"FACTORS THAT EFFECT THE BEHAVIOUR AND DISTRIBUTION OF FORAGING HONEY BEES IN DIFFERENT PROTECTED CULTIVATION AREA ARE DISCUSSED ON THE BASIS OF 3 YEARS OF STUDIES OF POLLINATION SYSTEMS. HONEY BEE COLONIES PLACED IN 100 M2 HOTHOUSES ARE GENERALLY DESTINED TO SUCCUMB, WHEREAS THOSE PLACED IN 800 M2 HOTHOUSES MAY SURVIVE IF FED PERIODICALLY.",HONEY BEES; CONFINED ENVIRONMENT; SOCIAL BEHAVIOR,NA,ENGLISH,"ARTICLE, PROCEEDINGS PAPER",ARTICLE,0,"PINZAUTI, M (REPRINT AUTHOR), UNIV PISA,DIPARTIMENTO COLTIVAZIONE \& DIFESA SPECIE LEGNOSE,SEZIONE ENTOMOL AGR,VIA S MICHELE 2,I-56126 PISA,ITALY.",NA,"ATTN: PROF. F. DESSI-FULGHERI VIA ROMANA 17, 50125 FLORENCE, ITALY",NA,NA,0394-9370,1,UNIV FIRENZE ETHOLOGY ECOLOGY \& EVOLUTION,NA,1991,ISIA1991FC79000028,0,"BEHAVIORAL SCIENCES, ZOOLOGY",1,"BEHAVIORAL SCIENCES, ZOOLOGY",NA,FC790,"PINZAUTI, M (REPRINT AUTHOR), UNIV PISA,DIPARTIMENTO COLTIVAZIONE \& DIFESA SPECIE LEGNOSE,SEZIONE ENTOMOL AGR,VIA S MICHELE 2,I-56126 PISA,ITALY",ISI,none,NA,UNIV PISA,NA,"PINZAUTI M, 1991, ETHOL ECOL EVOL","PINZAUTI M, 1991, ETHOL ECOL EVOL",NA,NA,NA,john m
BROOKS RW;ENGEL MS,BROOKS RW,"NEW BEES OF THE GENUS ISCHNOMELISSA ENGEL, WITH A KEY TO THE SPECIES (HYMENOPTERA, HALICTIDAE, AUGOCHLORINI)",DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,DTSCH. ENTOMOL. Z.,"FIVE NEW SPECIES OF THE RARE NEOTROPICAL BEE GENUS ISCHNOMELISSA ENGEL, ISCHNOMELISSA RIANA, I. CYANEA, I. LESCHENI, I. ECUADORIANA AND I. OCTOGESIMA ARE DESCRIBED AND FIGURED. I. CYANEA, LIKE THE TYPE SPECIES I. ZONATA ENGEL, HAS A NARROW MALAR SPACE. THE OTHER FOUR SPECIES HAVE ELONGATED MALAR SPACES VERY SIMILAR TO THE GENUS CHLEROGELLA MICHENER. BECAUSE OF THE ADDITION OF FIVE MORE SPECIES TO A PREVIOUSLY MONOTYPIC GENUS, A NEW GENERIC DIAGNOSIS IS GIVEN ALONG WITH A KEY TO ALL KNOWN SPECIES. THE GENUS WAS PREVIOUSLY KNOWN ONLY FROM COLOMBIA, BUT HAS NOW BEEN FOUND IN ECUADOR.",APOIDEA; BEES; ISCHNOMELISSA; MONTANE; NEOTROPICS; CLOUD FOREST; AUGOCHLORINI,NA,ENGLISH,ARTICLE,ARTICLE,5,"BROOKS, RW (REPRINT AUTHOR), UNIV KANSAS, MUSEUM NAT HIST, DIV ENTOMOL, LAWRENCE, KS 66045 USA.;UNIV KANSAS, MUSEUM NAT HIST, DIV ENTOMOL, LAWRENCE, KS 66045 USA.",NA,"MUHLENSTRASSE 33-34, D-13187 BERLIN, GERMANY",NA,NA,0012-0073,2,WILEY-V C H VERLAG GMBH,45,1998,ISI000077217000006,3,ENTOMOLOGY,0,ENTOMOLOGY,NA,142TT,"BROOKS, RW (REPRINT AUTHOR), UNIV KANSAS, MUSEUM NAT HIST, DIV ENTOMOL, LAWRENCE, KS 66045 USA",ISI,none,UNIV KANSAS,UNIV KANSAS,NA,"BROOKS RW, 1998, DTSCH ENTOMOL Z","BROOKS RW, 1998, DTSCH ENTOMOL Z",NA,NA,NA,john m
SAKAI S;WRIGHT SJ,SAKAI S,REPRODUCTIVE ECOLOGY OF 21 COEXISTING PSYCHOTRIA SPECIES (RUBIACEAE): WHEN IS HETEROSTYLY LOST?,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BIOL. J. LINNEAN SOC.,"HETEROSTYLY IS A GENETIC POLYMORPHISM IN WHICH PLANT POPULATIONS ARE COMPOSED OF TWO OR MORE MORPHS THAT DIFFER IN STIGMA AND ANTHER HEIGHTS. THE POLYMORPHISM PROMOTES INTERMORPH POLLEN TRANSFER, THUS OUTCROSSING. HETEROSTYLY HAS BEEN REPORTED IN 28 ANGIOSPERM FAMILIES AND IS FREQUENTLY LOST IN HETEROSTYLOUS LINEAGES. TO ASSESS ECOLOGICAL FACTORS RELATED TO SHIFTS FROM HETEROSTYLY TO MONOMORPHY, WE EXAMINED THE REPRODUCTIVE ECOLOGY OF HETEROSTYLOUS TROPICAL SHRUBS OF PSYCHOTRIA. AMONG 21 SPECIES AT BARRO COLORADO ISLAND AND THE NEARBY PARQUE NACIONAL SOBERANIA, PANAMA, 14 SPECIES WERE HETEROSTYLOUS WHILE SEVEN WERE MONOMORPHIC. A MOLECULAR PHYLOGENY AND THE EXISTENCE ELSEWHERE OF HETEROSTYLOUS POPULATIONS INDICATED THAT THE BREAKDOWN OF HETEROSTYLY HAD OCCURRED INDEPENDENTLY. HETEROSTYLOUS AND MONOMORPHIC SPECIES WERE VISITED BY THE SAME BEE SPECIES, ALTHOUGH VISIT FREQUENCIES WERE LOWER IN MONOMORPHIC SPECIES. MONOMORPHIC SPECIES HAD SIGNIFICANTLY LOWER POPULATION DENSITY AND GREATER FRUIT SET THAN DID HETEROSTYLOUS SPECIES. AUTONOMOUS AUTOGAMY MADE A LARGE CONTRIBUTION TO FRUIT SET IN MONOMORPHIC SPECIES AND WAS ONLY RARELY OBSERVED IN HETEROSTYLOUS SPECIES. THE RESULTS INDICATE MONOMORPHIC AND HETEROSTYLOUS SPECIES PRODUCE MORE SEEDS THROUGH SELFING AND OUTCROSSING, RESPECTIVELY. THE LIMITATION OF OUTCROSSING AS A RESULT OF LOW POPULATION DENSITY MAY BE RELATED TO THE BREAKDOWN OF HETEROSTYLY AND THE EVOLUTION OF SELFING. (C) 2008 THE LINNEAN SOCIETY OF LONDON.",BARRO COLORADO ISLAND; BREEDING SYSTEM EVOLUTION; PANAMA; POLLINATION; RARITY; SELF-FERTILIZATION; TROPICAL FOREST,EICHHORNIA-PANICULATA; FLOWERING PLANTS; PHYLOGENETIC EVIDENCE; HOMOSTYLE PRIMROSES; ISLAND POPULATIONS; PRIMULA-SIEBOLDII; GENETIC-VARIATION; SELF-POLLINATION; MATING SYSTEMS; SEQUENCE DATA,ENGLISH,ARTICLE,ARTICLE,43,"SAKAI, S (REPRINT AUTHOR), KYOTO UNIV, CTR ECOL RES, OTSU, SHIGA 5202113, JAPAN.;SAKAI, SHOKO, KYOTO UNIV, CTR ECOL RES, OTSU, SHIGA 5202113, JAPAN.;WRIGHT, S. JOSEPH, SMITHSONIAN TROP RES INST, ANCONA, PANAMA.",NA,"9600 GARSINGTON RD, OXFORD OX4 2DQ, OXON, ENGLAND",NA,NA,0024-4066,1,BLACKWELL PUBLISHING,93,2008,ISI000251738300012,61,EVOLUTIONARY BIOLOGY,21,EVOLUTIONARY BIOLOGY,SHOKOECOLOGY.KYOTO-U.AC.JP,242PR,"SAKAI, S (REPRINT AUTHOR), KYOTO UNIV, CTR ECOL RES, OTSU, SHIGA 5202113, JAPAN",ISI,none,KYOTO UNIV;SMITHSONIAN TROP RES INST,KYOTO UNIV,NA,"SAKAI S, 2008, BIOL J LINNEAN SOC","SAKAI S, 2008, BIOL J LINNEAN SOC",NA,NA,NA,jon k
BANASZAK J,BANASZAK J,STRATEGY FOR CONSERVATION OF WILD BEES IN AN AGRICULTURAL LANDSCAPE,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,AGRIC. ECOSYST. ENVIRON.,"INVESTIGATIONS CARRIED OUT BY THE AUTHOR FOR 15 YEARS ON THE WIELKOPOLSKO-KUJAWSKA LOWLAND (WESTERN POLAND) SHOWED THAT WILD BEES (APOIDEA) ARE TODAY UNDER STRONG HUMAN PRESSURE. ABOUT 260 BEE SPECIES WERE FOUND IN THE AREA OF 20 000 KM2. A SIMILAR NUMBER OF SPECIES WAS RECORDED IN THIS AREA BY INVESTIGATORS HALF A CENTURY AGO, WHICH INDICATES THAT THE SURVIVAL OF THE FAUNA SEEMS TO BE THE RESULT OF SOME COMPENSATING FACTORS REDUCING THE EFFECTS OF INTENSIVE AGRICULTURAL MANAGEMENT. THE MAIN FACTOR AMONG THESE IS THE MOSAIC STRUCTURE OF THE LANDSCAPE, CONSISTING OF MEADOWS AND RESIDUES OF NATURAL AND SEMI-NATURAL PLANT COMMUNITIES AS A FAUNA REFUGE SYSTEM AND CROP FIELDS AS AN ADDITIONAL NUTRITIVE SYSTEM. IT WAS FOUND THAT IN A NORMALLY FUNCTIONING AGRICULTURAL LANDSCAPE, THE SHARE OF FARMLAND SHOULD NOT EXCEED THREE-QUARTERS OF THE TOTAL SURFACE. THE REMAINING PART OF THE LANDSCAPE SHOULD BE MADE UP OF REFUGE HABITATS FOR APOIDEA. WITHIN SUCH A SYSTEM, QUALITATIVE AND QUANTITATIVE CHANGES OF THE BEE FAUNA CAN OCCUR ON A MICROREGIONAL SCALE AND ARE USUALLY OF TEMPORARY CHARACTER. ON A REGIONAL SCALE THEY ARE NOT PERCEIVABLE AND PROBABLY NOT SO IMPORTANT. HENCE, INSTEAD OF CHANGES IN FAUNA, ONE SHOULD RATHER SPEAK ABOUT QUANTITATIVE OSCILLATIONS INSIDE A GIVEN REGION. THE SECOND FACTOR DECREASING THE NEGATIVE EFFECTS OF MANAGEMENT IS THE INTRODUCTION OF EXTENSIVE AREAS OF SOME NUTRITIVE PLANTS, E.G. RAPE.",NA,NA,ENGLISH,"ARTICLE, PROCEEDINGS PAPER",ARTICLE,71,"BANASZAK, J (REPRINT AUTHOR), PEDAGOG UNIV BYDGOSZCZ,DEPT ENVIRONM PROTECT,CHODKIEWICZA 51,BYDGOSZCZ,POLAND.",10.1016/0167-8809(92)90091-O,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",NA,NA,0167-8809,14,ELSEVIER SCIENCE BV,40,1992,ISIA1992HZ72800013,21,"AGRICULTURE, ENVIRONMENTAL SCIENCES \& ECOLOGY",75,"AGRICULTURE, MULTIDISCIPLINARY, ECOLOGY, ENVIRONMENTAL SCIENCES",NA,HZ728,"BANASZAK, J (REPRINT AUTHOR), PEDAGOG UNIV BYDGOSZCZ,DEPT ENVIRONM PROTECT,CHODKIEWICZA 51,BYDGOSZCZ,POLAND",ISI,none,NA,PEDAGOG UNIV BYDGOSZCZ,NA,"BANASZAK J, 1992, AGRIC ECOSYST ENVIRON","BANASZAK J, 1992, AGRIC ECOSYST ENVIRON",NA,NA,NA,jon k
KOWALSKA G,KOWALSKA G,FLOWERING BIOLOGY OF EGGPLANT AND PROCEDURES INTENSIFYING FRUIT SET - REVIEW,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,ACTA SCI. POL.-HORTORUM CULTUS,"THE PAPER PRESENTS LITERATURE DATA ON THE FLOWERING BIOLOGY OF EGGPLANT AND THE INFLUENCE OF FLOWER HETEROSTYLY ON YIELDING. FLOWERS WITH LONG-STYLED PISTOL ARE THE MAJORITY AMONG ALL FLOWERS ON A PLANT (60\%). NUMBER OF FLOWERS WITH MEDIUM AND SHORT STYLE IS LOWER (10-15\% AND 22-30\%, RESPECTIVELY). EGGPLANTS SET FRUITS FROM FLOWERS WITH LONG STYLE IN 49-100\% AND WITH MEDIUM STYLE IN 46-85\%. THESE FLOWER'S STIGMATA HAVE WELL DEVELOPED NODULES AND WELL - PERMISSIBLE TISSUES RICH IN POLYSACCHARIDES, PROTEINS STYLED FLOWERS HAVE SMALL STIGMATA WITH UNDERDEVELOPED NODULES AND, DUE TO WORSE ABSORPTION, THEY ARE NOT POLLINATED AND DO NOT SET FRUITS. TAKING INTO ACCOUNT THE COMPLEXITY OF MANY FACTORS THAT MAKE DIFFICULT OR IMPOSSIBLE TO SELF-POLLINATE THE EGGPLANT'S FLOWERS, THE EFFICIENCY OF THREE PROCEDURES INTENSIFYING THE FRUIT BUDDING HAS BEEN PRESENTED: BUNCH VIBRATING, FLOWER HARMONIZATION, AND NATURAL POLLINATING BY BUMBLEBEES. MANY AUTHORS' STUDIES CONFIRM THAT FLOWER BUNCH VIBRATING HAS NOT CAUSED SUFFICIENT POLLEN SETTING ON STOMATA AND HAS NOT BEEN SUFFICIENT FOR GOOD EGGPLANT FLOWER POLLINATION. APPLYING GROWTH REGULATORS APPEARS TO BE MORE EFFICIENT AND SIGNIFICANTLY AFFECTS THE IMPROVEMENT OF EGGPLANT'S YIELDING. THE HIGHEST EFFICIENCY HAS BEEN ACHIEVED WHEN APPLYING INSECTS AS NATURAL POLLINATORS AT CULTIVATING THE EGGPLANT UNDER COVERS.",SOLANUM MELONGENA L.; HETEROSTYLY; HORMONIZATION; POLLINATION BY BUMBLEBEES; YIELDING,SOLANUM-MELONGENA L; POLLINATION; HYMENOPTERA; MORPHOLOGY; FERTILITY; BOMBUS; APIDAE,ENGLISH,ARTICLE,ARTICLE,10,"KOWALSKA, G (REPRINT AUTHOR), UNIV LIFE SCI LUBLIN, CENT APPARAT LAB, 13 AKAD ST, PL-20950 LUBLIN, POLAND.;UNIV LIFE SCI LUBLIN, CENT APPARAT LAB, PL-20950 LUBLIN, POLAND.",NA,"UL AKADEMICKA 13, LUBLIN, 20-950, POLAND",NA,NA,1644-0692,4,WYDAWNICTWO AKAD ROLNICZEJ W LUBLINIE,7,2008,ISI000264760800007,41,AGRICULTURE,15,HORTICULTURE,GRAZYNA.KOWALSKAUP.LUBLIN.PL,427DU,"KOWALSKA, G (REPRINT AUTHOR), UNIV LIFE SCI LUBLIN, CENT APPARAT LAB, 13 AKAD ST, PL-20950 LUBLIN, POLAND",ISI,none,UNIV LIFE SCI LUBLIN,UNIV LIFE SCI LUBLIN,NA,"KOWALSKA G, 2008, ACTA SCI POL -HORTORUM CULTUS","KOWALSKA G, 2008, ACTA SCI POL -HORTORUM CULTUS",NA,NA,NA,kiera n
