AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,FU,FX,SN,PN,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,gathered_by
ARONSTEIN K;DOUGLAS A,ARONSTEIN K,LESSONS LEARNED BY THE MANAGED POLLINATOR CAP: IMPACTS OF VARROA PARASITISM ON HONEY BEE HEALTH,AMERICAN BEE JOURNAL,AM. BEE J.,NA,NA,GENE-EXPRESSION; DESTRUCTOR,ENGLISH,ARTICLE,ARTICLE,3,"ARONSTEIN, K (REPRINT AUTHOR), USDA ARS, HONEY BEE RES UNIT, WESLACO, TX 78596 USA.;ARONSTEIN, KATHERINE, USDA ARS, HONEY BEE RES UNIT, WESLACO, TX 78596 USA.;DOUGLAS, ANGELA, CORNELL UNIV, DEPT ENTOMOL, ITHACA, NY 14853 USA.",NA,"AMER BEE JOURNAL, HAMILTON, IL 62341 USA",NA,NA,0002-7626,8,DADANT \& SONS INC,152,2012,ISI000306724900021,4,ENTOMOLOGY,7,ENTOMOLOGY,KATE.ARONSTEINARS.USDA.GOV,978FB,"ARONSTEIN, K (REPRINT AUTHOR), USDA ARS, HONEY BEE RES UNIT, WESLACO, TX 78596 USA",ISI,none,HONEY BEE RES UNIT;CORNELL UNIV,HONEY BEE RES UNIT,NA,"ARONSTEIN K, 2012, AM BEE J","ARONSTEIN K, 2012, AM BEE J",NA,NA,NA,ana
STRUCK M,STRUCK M,FLORAL DIVERGENCE AND CONVERGENCE IN THE GENUS PELARGONIUM (GERANIACEAE) IN SOUTHERN AFRICA: ECOLOGICAL AND EVOLUTIONARY CONSIDERATIONS,PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST. EVOL.,"BASED ON FIELD OBSERVATIONS AND A SURVEY OF THE AVAILABLE LITERATURE, THE FUNCTIONAL AND EVOLUTIONARY SIGNIFICANCE OF FLORAL CHARACTERS OF PELARGONIUM IS INVESTIGATED IN RELATION TO A RECENT INFRAGENERIC RE-CLASSIFICATION. MOST OF THE 208 PELARGONIUM TAXA (RECOGNIZED AS SPECIES: SUBSPECIES OR VARIETIES) INVOLVED SHOW BEE AND LONG-PROBOSCID HOVERING FLY POLLINATION SYNDROMES (ABOUT 60\% AND 25\%, RESPECTIVELY), ONLY 7\% OF THE TAXA ARE POLLINATED BY BUTTERFLIES, SOME 2 TO 4\% BY HAWKMOTHS AND PRESUMABLY 1\% BY BIRDS. THE HETEROGENEITY OF PELARGONIUM IN TERMS OF STRUCTURAL BLOSSOM TYPES AND POLLINATION SYNDROMES INDICATES AN INDEPENDENT AND REPEATED EVOLUTION OF CONVERGENT FLOWER MORPHS IN THE GENUS AND EVEN IN SECTIONS.",GERANIACEAE; PELARGONIUM; BEES; BEEFLIES; BIRDS; BUTTERFLIES; LONG-PROBOSCID FLIES; CONVERGENCE; EVOLUTION; FLORAL ECOLOGY; POLLINATION; POLLINATION GUILDS; POLLINATION SYNDROMES; SOUTHERN AFRICA,SECTION CAMPYLIA GERANIACEAE; WINTER RAINFALL REGION; POLLINATION BIOLOGY; FLY POLLINATION; INSECT VISITORS; PERMANENT PLOTS; FLOWERS; DIPTERA; BOMBYLIIDAE; LIGULARIA,ENGLISH,ARTICLE,ARTICLE,28,"STRUCK, M (REPRINT AUTHOR), PHYLLOBOL INST, GUTERSLOHER STR 64, D-33428 HARSEWINKEL, GERMANY.;UNIV STELLENBOSCH, DEPT BOT, ZA-7600 STELLENBOSCH, SOUTH AFRICA.",10.1007/BF00986083,"SACHSENPLATZ 4-6, PO BOX 89, A-1201 VIENNA, AUSTRIA",NA,NA,0378-2697,12,SPRINGER-VERLAG WIEN,208,1997,ISI000071097600006,72,"PLANT SCIENCES, EVOLUTIONARY BIOLOGY",9,"PLANT SCIENCES, EVOLUTIONARY BIOLOGY",NA,YM755,"STRUCK, M (REPRINT AUTHOR), PHYLLOBOL INST, GUTERSLOHER STR 64, D-33428 HARSEWINKEL, GERMANY",ISI,none,UNIV STELLENBOSCH,PHYLLOBOL INST,NA,"STRUCK M, 1997, PLANT SYST EVOL","STRUCK M, 1997, PLANT SYST EVOL",NA,NA,NA,ana
GOEGLER J;STOEKL J;SRAMKOVA A;TWELE R;FRANCKE W;COZZOLINO S;CORTIS P;SCRUGLI A;AYASSE M,GOEGLER J,MENAGE TROIS-TWO ENDEMIC SPECIES OF DECEPTIVE ORCHIDS AND ONE POLLINATOR SPECIES,EVOLUTION,EVOLUTION,"IN THE SEXUALLY DECEPTIVE ORCHID GENUS OPHRYS, REPRODUCTIVE ISOLATION IS BASED ON THE SPECIFIC ATTRACTION OF MALES OF A SINGLE POLLINATOR SPECIES BY MIMICKING THE FEMALE SPECIES-SPECIFIC SEX PHEROMONE. CHANGES IN THE ODOR COMPOSITION CAN LEAD TO HYBRIDIZATION AND SPECIATION BY THE ATTRACTION OF A NEW POLLINATOR THAT ACTS AS AN ISOLATION BARRIER TOWARD OTHER SYMPATRICALLY OCCURRING OPHRYS SPECIES. ON SARDINIA, WE INVESTIGATED THE EVOLUTIONARY ORIGIN OF TWO SYMPATRICALLY OCCURRING ENDEMIC SPECIES, OPHRYS CHESTERMANII AND O. NORMANII, WHICH ARE BOTH POLLINATED BY MALES OF THE CUCKOO BUMBLEBEE BOMBUS VESTALIS. CHEMICAL AND ELECTROPHYSIOLOGICAL ANALYSES OF FLORAL SCENT AND GENETIC ANALYSES WITH AMPLIFIED FRAGMENT LENGTH POLYMORPHISMS AND PLASTID-MARKERS CLEARLY SHOWED THAT O. NORMANII IS NEITHER A HYBRID NOR A HYBRID SPECIES. THE TWO SPECIES EVOLVED FROM DIFFERENT ANCESTORS, VIZ. O. NORMANII FROM O. TENTHREDINIFERA AND O. CHESTERMANII FROM O. ANNAE, AND CONVERGED TO THE SAME POLLINATOR ATTRACTED BY THE SAME BOUQUET OF POLAR COMPOUNDS. IN SPITE OF SYMPATRY, POLLINATOR SHARING AND OVERLAPPING BLOOMING PERIODS, NO EVIDENCE HAS BEEN OBTAINED FOR GENE FLOW BETWEEN O. CHESTERMANII AND O. NORMANII INDICATING AN UNUSUAL CASE AMONG SEXUALLY DECEPTIVE ORCHIDS IN WHICH POSTMATING RATHER THAN PREMATING REPRODUCTIVE ISOLATION MECHANISMS STRONGLY PREVENT INTERSPECIFIC GENE FLOW.",GENETIC ANALYSES; OPHRYS; POLLINATOR-ATTRACTING SCENT; REPRODUCTIVE ISOLATION; SPECIATION; SEXUAL DECEPTION,GENUS OPHRYS ORCHIDACEAE; FEMALE SEX-PHEROMONE; MOLECULAR PHYLOGENETICS; REPRODUCTIVE ISOLATION; BOMBUS-TERRESTRIS; CHLOROPLAST DNA; ODOR SIGNALS; EVOLUTION; SPECIATION; MIMICRY,ENGLISH,ARTICLE,ARTICLE,34,"GOGLER, J (REPRINT AUTHOR), UNIV ULM, INST EXPT ECOL, ALBERT EINSTEIN ALLEE 11, D-89069 ULM, GERMANY.;GOEGLER, JULIA, STOEKL, JOHANNES, SRAMKOVA, ANNA, AYASSE, MANFRED, UNIV ULM, INST EXPT ECOL, D-89069 ULM, GERMANY.;TWELE, ROBERT, FRANCKE, WITTKO, UNIV HAMBURG, INST ORGAN CHEM, D-20146 HAMBURG, GERMANY.;COZZOLINO, SALVATORE, UNIV NAPLES FEDERICO II, DEPT STRUCT \& FUNC BIOL, I-80126 NAPLES, ITALY.;CORTIS, PIERLUIGI, SCRUGLI, ANTONIO, UNIV CAGLIARI, DIPARTIMENTO SCI BOT, I-09100 CAGLIARI, ITALY.",10.1111/J.1558-5646.2009.00712.X,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","GERMAN SCIENCE FOUNDATIONGERMAN RESEARCH FOUNDATION (DFG) [AY12/1-1, AY12/1-2]; FAZIT-STIFTUNG; FONDS DER CHEMISCHEN INDUSTRIEFONDS DER CHEMISCHEN INDUSTRIE","WE THANK H. PAULUS, C. GACK, M. KALTEISEN, C. GIOTTA, AND M. PICCITTO FOR HELPING US TO COLLECT PLANT MATERIAL. WE ARE ALSO GRATEFUL TO W. VOGEL AND CO-WORKERS, INSTITUTE OF HUMAN GENETICS, UNIVERSITY OF ULM, FOR GENEROUS SUPPORT WITH THE AFLP ANALYSIS. FINANCIAL SUPPORT BY THE GERMAN SCIENCE FOUNDATION (AY12/1-1, AY12/1-2) AND THE FAZIT-STIFTUNG IS GRATEFULLY ACKNOWLEDGED. WF LIKES TO THANK THE FONDS DER CHEMISCHEN INDUSTRIE FOR FINANCIAL SUPPORT.",0014-3820,9,WILEY,63,2009,ISI000269367200003,70,"ENVIRONMENTAL SCIENCES \& ECOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",3,"ECOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",JULIA.GOEGLERUNI-ULM.DE MANFRED.AYASSEUNI-ULM.DE,488RJ,"GOGLER, J (REPRINT AUTHOR), UNIV ULM, INST EXPT ECOL, ALBERT EINSTEIN ALLEE 11, D-89069 ULM, GERMANY",ISI,none,UNIV ULM;UNIV HAMBURG;UNIV NAPLES FEDERICO II;UNIV CAGLIARI,UNIV ULM,NA,"GOEGLER J, 2009, EVOLUTION","GOEGLER J, 2009, EVOLUTION",NA,NA,NA,byron
STONE GN,STONE GN,"THERMOREGULATION IN 4 SPECIES OF TROPICAL SOLITARY BEES - THE ROLES OF SIZE, SEX AND ALTITUDE",JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY,J. COMP. PHYSIOL. B-BIOCHEM. SYST. ENVIRON. PHYSIOL.,"BODY TEMPERATURES DURING FREE FLIGHT IN THE FIELD, WARM-UP RATES DURING PRE-FLIGHT WARM-UP, AND TEMPERATURES DURING TETHERED FLIGHT ARE MEASURED FOR FOUR TROPICAL SOLITARY BEE SPECIES AT THREE SITES OF DIFFERING ALTITUDE IN PAPUA NEW GUINEA. ALL FOUR SPECIES ARE CAPABLE OF ENDOTHERMIC PREFLIGHT WARM-UP, THREE SPECIES GIVE SLOPES OF THORACIC TEMPERATURE ON AMBIENT TEMPERATURE OF SIGNIFICANTLY LESS THAN 1, INDICATING REGULATION OF THORACIC TEMPERATURE. IN THE KLEPTOPARASITIC COELIOXYS SPP. (MEGACHILIDAE) AND THYREUS QUADRIMACULATUS (ANTHOPHORIDAE), WARM-UP RATES AND THORACIC TEMPERATURES IN FLIGHT ARE LOW BY COMPARISON WITH THE TWO PROVISIONING SPECIES CREIGHTONELLA FRONTALIS (MEGACHILIDAE) AND AMEGILLA SAPIENS (ANTHOPHORIDAE). IN BOTH C. FRONTALIS AND A. SAPIENS THORACIC TEMPERATURES CORRELATE POSITIVELY AND SIGNIFICANTLY WITH BOTH AMBIENT TEMPERATURE AND BODY MASS. IN A. SAPIENS, BODY MASS INCREASES WITH ALTITUDE, THIS CAN BE INTERPRETED AS A RESPONSE TO LOWER AMBIENT TEMPERATURES AT HIGHER ALTITUDE, AN EXAMPLE OF BERGMANN'S RULE. IN BOTH A. SAPIENS AND C. FRONTALIS POPULATIONS AT HIGHER ALTITUDE HAVE HIGHER THORACIC TEMPERATURES INDEPENDENT OF DIFFERENCES OF BODY MASS, SUGGESTIVE OF ADDITIONAL MORPHOLOGICAL OR PHYSIOLOGICAL ADAPTATION TO LOWER AMBIENT TEMPERATURES. IN A. SAPIENS THERE IS NO QUALITATIVE DIFFERENCE IN BODY TEMPERATURES BETWEEN MALES AND FEMALES AFTER CONTROLLING FOR BODY MASS, WHILE MALE C. FRONTALIS HAVE SIGNIFICANTLY LOWER THORACIC TEMPERATURES THAN FEMALES OF THE SPECIES. THIS DIFFERENCE BETWEEN A. SAPIENS AND C.FRONTALIS IS DISCUSSED WITH REFERENCE TO VARIATION IN MATING SYSTEMS FOUND IN THE APOIDEA.",THERMOREGULATION; BODY TEMPERATURE; APOIDEA; ANTHOPHORIDAE; MEGACHILIDAE,TEMPERATURE REGULATION; BODY-TEMPERATURE; EUGLOSSINE BEES; CARPENTER BEE; WARM-UP; FLIGHT; ENERGETICS; RATES; HYMENOPTERA; BUMBLEBEES,ENGLISH,ARTICLE,ARTICLE,22,"UNIV OXFORD,DEPT ZOOL,OXFORD OX1 3PS,ENGLAND.",10.1007/BF00347782,"175 FIFTH AVE, NEW YORK, NY 10010",NA,NA,0174-1578,4,SPRINGER VERLAG,163,1993,ISIA1993LR78200008,38,"PHYSIOLOGY, ZOOLOGY",20,"PHYSIOLOGY, ZOOLOGY",NA,LR782,"UNIV OXFORD,DEPT ZOOL,OXFORD OX1 3PS,ENGLAND",ISI,none,UNIV OXFORD,UNIV OXFORD,NA,"STONE GN, 1993, J COMP PHYSIOL B-BIOCHEM SYST ENVIRON PHYSIOL","STONE GN, 1993, J COMP PHYSIOL B-BIOCHEM SYST ENVIRON PHYSIOL",NA,NA,NA,byron
OHASHI K;LESLIE A;THOMSON JD,OHASHI K,TRAPLINE FORAGING BY BUMBLE BEES: V. EFFECTS OF EXPERIENCE AND PRIORITY ON COMPETITIVE PERFORMANCE,BEHAVIORAL ECOLOGY,BEHAV. ECOL.,"ANIMALS COLLECTING RESOURCES THAT ARE FIXED IN SPACE BUT REPLENISH OVER TIME, SUCH AS FLORAL NECTAR AND POLLEN, OFTEN ESTABLISH SMALL FORAGING AREAS TO WHICH THEY RETURN FAITHFULLY. SOME REPEATEDLY VISIT A SET OF PATCHES IN A SIGNIFICANTLY PREDICTABLE SEQUENCE (SO-CALLED ``TRAPLINE FORAGING), WHICH MAY ALLOW THEM TO FOCUS ON MORE PROFITABLE PATCHES IN THEIR FORAGING AREAS. THE FUNCTIONAL SIGNIFICANCE OF TRAPLINE FORAGING ITSELF, HOWEVER, HAS NOT BEEN EMPIRICALLY DEMONSTRATED, ESPECIALLY IN COMPETITIVE SITUATIONS. WE CONDUCTED LABORATORY EXPERIMENTS WITH ARTIFICIAL FLOWERS TO TEST WHETHER AND HOW ACCUMULATED FORAGING EXPERIENCE IN BUMBLE BEES AFFECTS THEIR MOVEMENT PATTERNS AND FORAGING PERFORMANCE IN THE PRESENCE OF COMPETITION. EXPERIENCED BEES WITH PRIOR ACCESS TO FLOWERS ACHIEVED HIGHER RATES OF NECTAR INTAKE THAN DID LATER ARRIVALS BECAUSE THEY TRAVELED FASTER BETWEEN FLOWERS AND RETURNED TO FLOWERS AT MORE REGULAR INTERVALS. THESE BEHAVIORAL SKILLS IMPROVED FORAGING PERFORMANCE IN COMPETITIVE SITUATIONS IN 2 WAYS: NECTAR THAT ACCUMULATED IN FLOWERS COULD BE HARVESTED BEFORE ITS REPLENISHMENT RATE SLOWED DOWN, AND NECTAR COULD BE TAKEN BEFORE THE ARRIVAL OF A COMPETITOR. IN EACH FORAGING TRIP, HOWEVER, BEES TRAVELED MORE SLOWLY AS THEY FOLLOWED MORE REPEATABLE ROUTES. DESPITE THIS TRADE-OFF BETWEEN SPEED AND ACCURACY IN TRAPLINING, BEES CONSTANTLY UPGRADED BOTH SKILLS AS THEY GAINED EXPERIENCE FROM TRIP TO TRIP. THIS UPGRADING STILL OCCURRED IN THE ABSENCE OF A COMPETITOR. FORAGING AREA FIDELITY THUS ALLOWED BUMBLE BEES TO ESTABLISH LONG-TERM SPATIAL MEMORY REQUIRED FOR FAST MOVEMENTS AND ACCURATE TRAPLINING AND, IN TURN, INCREASED THEIR FORAGING PERFORMANCE IN COMPETITION WITH LESS EXPERIENCED INDIVIDUALS.",AREA FIDELITY; BOMBUS; COMPETITION; FORAGING EXPERIENCE; LONG-TERM SPATIAL MEMORY; TRAPLINE FORAGING; TRAVEL SPEED,NECTAR AVAILABILITY; BOMBUS-TERRESTRIS; SPATIAL MEMORY; BODY SIZE; RESOURCE; BEHAVIOR; HUMMINGBIRDS; RESPONSES; PATTERNS; POLLINATORS,ENGLISH,ARTICLE,ARTICLE,36,"OHASHI, K (REPRINT AUTHOR), UNIV TSUKUBA, GRAD SCH LIFE \& ENVIRONM SCI, TSUKUBA, IBARAKI 3058572, JAPAN.;OHASHI, KAZUHARU, UNIV TSUKUBA, GRAD SCH LIFE \& ENVIRONM SCI, TSUKUBA, IBARAKI 3058572, JAPAN.;LESLIE, ALISON, THOMSON, JAMES D., UNIV TORONTO, DEPT ECOL \& EVOLUTIONARY BIOL, TORONTO, ON M5S 3GS, CANADA.",10.1093/BEHECO/ARN048,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA","JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE FOR RESEARCH ABROADMINISTRY OF EDUCATION, CULTURE, SPORTS, SCIENCE AND TECHNOLOGY, JAPAN (MEXT)JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE [1597]; NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADANATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA; CANADA FOUNDATION FOR INNOVATIONCANADA FOUNDATION FOR INNOVATION; ONTARIO INNOVATION TRUST",JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE FOR RESEARCH ABROAD TO K.O. (NO. 1597); NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA; CANADA FOUNDATION FOR INNOVATION; ONTARIO INNOVATION TRUST TO J.D.T.,1045-2249,5,OXFORD UNIV PRESS INC,19,2008,ISI000259200900002,65,"BEHAVIORAL SCIENCES, LIFE SCIENCES \& BIOMEDICINE - OTHER TOPICS, ENVIRONMENTAL SCIENCES \& ECOLOGY, ZOOLOGY",29,"BEHAVIORAL SCIENCES, BIOLOGY, ECOLOGY, ZOOLOGY",KOHAHSIIES.LIFE.TSUKUBA.AC.JP,348HF,"OHASHI, K (REPRINT AUTHOR), UNIV TSUKUBA, GRAD SCH LIFE \& ENVIRONM SCI, TSUKUBA, IBARAKI 3058572, JAPAN",ISI,none,UNIV TSUKUBA;UNIV TORONTO,UNIV TSUKUBA,NA,"OHASHI K, 2008, BEHAV ECOL","OHASHI K, 2008, BEHAV ECOL",NA,NA,NA,janean
MICHEZ D;PATINY S;DANFORTH B,MICHEZ D,PHYLOGENY OF THE BEE FAMILY MELITTIDAE (HYMENOPTERA: ANTHOPHILA) BASED ON COMBINED MOLECULAR AND MORPHOLOGICAL DATA,SYSTEMATIC ENTOMOLOGY,SYST. ENTOMOL.,"THE BEE FAMILY MELITTIDAE COMPRISES A SMALL, BUT BIOLOGICALLY FASCINATING, GROUP OF MOSTLY OLIGOLECTIC BEES, SOME OF WHICH ARE OIL COLLECTING. PHYLOGENETIC RELATIONSHIPS WITHIN THIS FAMILY ARE POORLY UNDERSTOOD AND SOME GENERA CANNOT BE PLACED WITH CONFIDENCE AT THE SUBFAMILY LEVEL. WE ANALYSED MELITTID PHYLOGENY USING A COMBINED DATASET OF FIVE NUCLEAR GENES [28S, ELONGATION FACTOR-1 ALPHA (EF-1 ALPHA, F-2 COPY), LONG-WAVELENGTH RHODOPSIN, NA-K ATPASE AND RNA POLYMERASE II] SPANNING 4842 BP PLUS 68 ADULT MORPHOLOGICAL CHARACTERS. OUR STUDY INCLUDED 25\% OF THE SPECIES-LEVEL DIVERSITY AND 81\% OF THE GENERIC-LEVEL DIVERSITY AND INCLUDED ALL PREVIOUSLY RECOGNIZED TRIBES AND SUBFAMILIES. WE ANALYSED THE DATASET USING PARSIMONY, MAXIMUM LIKELIHOOD AND BAYESIAN METHODS. ALL METHODS YIELDED CONGRUENT RESULTS. ALL TOPOLOGIES RECOVERED THE THREE PREVIOUSLY RECOGNIZED SUBFAMILIES (DASYPODAINAE, MELITTINAE, MEGANOMIINAE), BUT TWO GENERA (AFRODASYPODA AND PROMELITTA) ARE TRANSFERRED FROM DASYPODAINAE TO MELITTINAE. ON THE BASIS OF OUR TREE TOPOLOGIES WE IDENTIFY FOUR TRIBES (DASYPODAINI COMB.N., HESPERAPINI STAT.N., MACROPIDINI COMB.N. AND MELITTINI), ONLY ONE OF WHICH (MELITTINI) MATCHES A WIDELY USED CLASSIFICATION. LASTLY, WE DISCUSS THE EVOLUTION OF HOST-PLANT ASSOCIATION IN THE LIGHT OF OUR NEW PHYLOGENETIC HYPOTHESIS. OUR RESULTS STRONGLY SUPPORT MULTIPLE INDEPENDENT ORIGINS OF OIL-COLLECTING BEHAVIOUR IN THE MELITTINAE.",NA,NUCLEAR GENES; OIL FLOWERS; APOIDEA; BIOGEOGRAPHY; DNA; EVOLUTION; REVISION; MITOCHONDRIAL; ADAPTATION; APIFORMES,ENGLISH,ARTICLE,ARTICLE,34,"MICHEZ, D (REPRINT AUTHOR), UNIV MONS, ZOOL LAB, PL PARC 20, B-7000 MONS, BELGIUM.;MICHEZ, DENIS, UNIV MONS, ZOOL LAB, B-7000 MONS, BELGIUM.;PATINY, SEBASTIEN, FAC UNIV SCI AGRON GEMBLOUX ENTOMOL FONCTIONNELLE, GEMBLOUX, BELGIUM.;DANFORTH, BRYANN, CORNELL UNIV, DEPT ENTOMOL, ITHACA, NY 14853 USA.",10.1111/J.1365-3113.2009.00479.X,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",FNRSFONDS DE LA RECHERCHE SCIENTIFIQUE - FNRS; FULBRIGHT GRANT; NATIONAL SCIENCE FOUNDATION SYSTEMATIC BIOLOGYNATIONAL SCIENCE FOUNDATION (NSF) [DEB-0412176]; NATIONAL GEOGRAPHIC SOCIETYNATIONAL GEOGRAPHIC SOCIETY [6946-01],"WE ARE GRATEFUL TO THE FOLLOWING PEOPLE FOR PROVIDING HELPFUL COMMENTS ON THE MANUSCRIPT: SOPHIE CARDINAL, NICOLAS VEREECKEN AND CHRISTOPHE PRAZ. WE ARE GRATEFUL TO THE CURATORS (FRITZ GUSENLEITNER, GEORGE ELSE, YURI PESENKO) WHO ALLOWED US ACCESS TO THEIR COLLECTIONS AND MATERIAL. AT THE TIME OF THE RESEARCH, S. PATINY WAS A FNRS (FOND NATIONAL DE LA RECHERCHE SCIENTIFIQUE) POSTDOCTORAL RESEARCHER. PART OF THE PRESENT STUDY WAS SUPPORTED BY A FULBRIGHT GRANT TO S. PATINY. NATIONAL SCIENCE FOUNDATION SYSTEMATIC BIOLOGY GRANT NUMBER DEB-0412176 (TO BND) PROVIDED PARTIAL SUPPORT FOR THE MOLECULAR ASPECTS OF THIS PROJECT. NATIONAL GEOGRAPHIC SOCIETY GRANT NO. 6946-01 (TO BND) PROVIDED PARTIAL SUPPORT FOR TRAVEL AND PROVIDED FUNDS FOR OBTAINING IMPORTANT TAXA (INCLUDING MEGANOMIA, REDIVIVA, REDIVIVOIDES AND AFRICAN MELITTA).",0307-6970,3,WILEY,34,2009,ISI000266925700008,77,"EVOLUTIONARY BIOLOGY, ENTOMOLOGY",15,"EVOLUTIONARY BIOLOGY, ENTOMOLOGY",DENIS.MICHEZUMH.AC.BE,457KA,"MICHEZ, D (REPRINT AUTHOR), UNIV MONS, ZOOL LAB, PL PARC 20, B-7000 MONS, BELGIUM",ISI,none,UNIV MONS;FAC UNIV SCI AGRON GEMBLOUX ENTOMOL FONCTIONNELLE;CORNELL UNIV,UNIV MONS,NA,"MICHEZ D, 2009, SYST ENTOMOL","MICHEZ D, 2009, SYST ENTOMOL",NA,NA,NA,janean
MUELLER A;KUHLMANN M,MUELLER A,POLLEN HOSTS OF WESTERN PALAEARCTIC BEES OF THE GENUS COLLETES (HYMENOPTERA: COLLETIDAE): THE ASTERACEAE PARADOX,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BIOL. J. LINNEAN SOC.,"TO ASSESS THE POLLEN HOSTS OF 60 WESTERN PALAEARCTIC BEE SPECIES OF THE GENUS COLLETES (COLLETIDAE), WE MICROSCOPICALLY ANALYSED 1336 POLLEN LOADS OF COLLECTED FEMALES. TWENTY-SIX SPECIES (43.3\%) WERE FOUND TO BE SPECIALIZED AT THE LEVEL OF PLANT FAMILY, SUBFAMILY OR GENUS. THIRTY-FOUR SPECIES (56.7\%) PROVED TO BE POLLEN GENERALISTS TO VARYING DEGREES, VISITING THE FLOWERS OF UP TO 15 DIFFERENT PLANT FAMILIES. FLOWERS OF THE SUBFAMILY ASTEROIDEAE (ASTERACEAE) ARE BY FAR THE MOST IMPORTANT POLLEN SOURCE, CONTRIBUTING 23.6\% TO THE POLLEN-PLANT SPECTRUM OF THE WHOLE BEE GENUS. THE HIGH SIGNIFICANCE OF ASTEROIDEAE POLLEN IS DUE TO THE LARGE NUMBER OF SPECIALISTS: 14 COLLETES SPECIES BELONGING TO FOUR DIFFERENT TAXONOMIC GROUPS HARVEST POLLEN EXCLUSIVELY OR PREDOMINANTLY ON FLOWERS OF THE ASTEROIDEAE. BY STRIKING CONTRAST, ASTEROIDEAE POLLEN PLAYS ONLY A MARGINAL ROLE IN THE DIETS OF THE POLLEN GENERALISTS: IT WAS RECORDED IN ONLY 2.7\% OF THE POLLEN LOADS AND IN SEVEN OUT OF THE 34 POLLEN GENERALISTS. AMONG THE FEW GENERALISTS EXPLOITING ASTEROIDEAE FOR POLLEN, THREE CLOSELY RELATED SPECIES HAVE ANCESTORS WHICH WERE POSSIBLY SPECIALIZED ON ASTERACEAE. THE PATTERN OF USE OF ASTEROIDEAE POLLEN BY THE COLLETES BEES SUPPORTS RECENT FINDINGS THAT THIS POLLEN POSSESSES UNFAVOURABLE OR PROTECTIVE PROPERTIES, WHICH RENDER ITS DIGESTION DIFFICULT, AND SUGGESTS THAT BEES NEED PHYSIOLOGICAL ADAPTATIONS TO SUCCESSFULLY UTILIZE IT. (C) 2008 THE LINNEAN SOCIETY OF LONDON, BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY, 2008, 95, 719-733.",APIFORMES; ASTEROIDEAE; CATEGORIES OF HOST RANGE; HOST-PLANT SPECIALIZATION; MESOLECTY; OLIGOLECTY; PHYSIOLOGICAL-EFFICIENCY HYPOTHESIS; POLYLECTY; TOXIC POLLEN,PYRROLIZIDINE ALKALOIDS; DANDELION POLLEN; EUROPEAN BEES; SOLITARY BEES; HONEY; SPECIALIST; APOIDEA; PLANTS; EVOLUTION; PATTERNS,ENGLISH,ARTICLE,ARTICLE,75,"MULLER, A (REPRINT AUTHOR), ETH, INST PLANT SCI, SCHMELZBERGSTR 9, CH-8092 ZURICH, SWITZERLAND.;MUELLER, ANDREAS, ETH, INST PLANT SCI, CH-8092 ZURICH, SWITZERLAND.;KUHLMANN, MICHAEL, UNIV MUNSTER, INST LANDSCAPE ECOL, D-48149 MUNSTER, GERMANY.",10.1111/J.1095-8312.2008.01113.X,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",NA,NA,0024-4066,4,OXFORD UNIV PRESS,95,2008,ISI000261133800006,61,EVOLUTIONARY BIOLOGY,34,EVOLUTIONARY BIOLOGY,ANDREAS.MUELLERIPW.AGRL.ETHZ.CH,375SO,"MULLER, A (REPRINT AUTHOR), ETH, INST PLANT SCI, SCHMELZBERGSTR 9, CH-8092 ZURICH, SWITZERLAND",ISI,none,INST PLANT SCI;UNIV MUNSTER,NOTDECLARED,NA,"MUELLER A, 2008, BIOL J LINNEAN SOC","MUELLER A, 2008, BIOL J LINNEAN SOC",NA,NA,NA,jon k
