AU,first_author,TI,SO,JI,AB,DE,ID,LA,DT,DT2,TC,C1,DI,PA,AR,FU,FX,SN,PN,PP,PU,VL,PY,UT,NR,SC,U2,WC,EM,GA,RP,DB,CR,AU_UN,AU1_UN,AU_UN_NR,SR_FULL,SR,SE,BO,BE,BN
LUNAU K,LUNAU K,"INNATE FLOWER RECOGNITION IN BUMBLEBEES (BOMBUS-TERRESTRIS, B-LUCORUM, APIDAE) - OPTICAL SIGNALS FROM STAMENS AS LANDING REACTION RELEASERS",ETHOLOGY,ETHOLOGY,"INNATE BEHAVIOURAL REACTIONS IN BUMBLEBEES WERE OBSERVED IN FLOWER DUMMY EXPERIMENTS. IN A PREVIOUS PAPER, IT WAS SHOWN THAT THE APPROACH OF FLOWER-NAIVE, UNTRAINED BUMBLEBEES TOWARD FLOWER DUMMIES IS RELEASED BY COLOUR SIGNALS, I.E. A GRADIENT OF SPECTRAL PURITY. THE BUMBLEBEES ARE DIRECTED TOWARD THAT PART OF A FLOWER DUMMY WHICH EXHIBITS THE HIGHEST SPECTRAL PURITY (LUNAU 1990). IN THE PRESENT WORK IT IS SHOWN THAT THE BUMBLEBEES, WHILE STILL IN FLIGHT, MAKE CONTACT WITH THIS PART USING THEIR ANTENNAL TIPS. THE ANTENNAE REACTION IS FOLLOWED BY A LANDING REACTION WHICH IS RELEASED BY OLFACTORY AND OPTICAL SIGNALS. THE SPECIFIC OPTICAL SIGNALS OF THE GUIDE ARE WHICH RELEASE THE LANDING REACTION WERE INVESTIGATED. SINCE IN THE FLOWER DUMMIES WHICH WERE USED, THE GUIDE HAD THE HIGHEST SPECTRAL PURITY, MOST OF THE ANTENNAE REACTIONS WERE EXECUTED AT THE GUIDE. THE ANTENNAE REACTION ALLOWS FOR A PRECISE ORIENTATION AND MAY INVOLVE THE STIMULATION OF A SPECIALIZED AREA OF OMMATIDIA. MINUTE CHANGES IN OPTICAL GUIDE PARAMETERS COULD THUS BE DETECTED. THE FOLLOWING FEATURES OF STAMENS WHICH MOST EFFECTIVELY RELEASED THE LANDING REACTION WERE: A MINIMUM OF 2 THECA DUMMIES, AN OVAL SHAPE OF THECA DUMMIES WHICH FACE EACH OTHER ALONG THE LONGITUDINAL AXIS (BOTH THESE CHARACTERISTICS ARE FOUND IN GENUINE STAMENS), 4 MM DISTANCE BETWEEN THECA DUMMIES (THIS COINCIDES WITH THE DISTANCE BETWEEN THE ANTENNAL TIPS OF BUMBLEBEES), TWO EQUALLY SIZED THECA DUMMIES EACH WITH AN AREA OF 7 MM2 (THIS SIZE OF THECA DUMMIES WAS PREFERRED OVER LARGER OR SMALLER ONES, THE LATTER PARAMETER WAS NOT CHANGED WHEN THE COROLLA SIZE WAS VARIED). COLOUR PARAMETERS ARE NOT INVOLVED IN RELEASING THE LANDING REACTION. CLEARLY, BUMBLEBEES POSSESS AN INNATE RELEASING MECHANISM (IRM) THAT RESPONDS TO OPTICAL SIGNALS OF ANTHERS WHICH RELEASE THE LANDING REACTION. THE EXPERIMENTAL RESULTS ARE IN ACCORDANCE WITH CONCLUSIONS DRAWN FROM THE COMPARATIVE STUDIES OF OSCHE (1979, 1983 A, 1983 B) THAT MANY FLOWER GUIDES CAN BE INTERPRETED AS STAMEN MIMICS. THEREFORE STAMENS AS WELL AS STAMEN MIMICS REPRESENT A HIGHLY STANDARDIZED SIGNAL FOR THE INSECT POLLINATORS AND THEY ARE WELL SUITED FOR INNATE ORIENTATION AT FLOWERS.",NA,BEES,ENGLISH,ARTICLE,ARTICLE,59,"UNIV FREIBURG,INST BIOL 1,W-7800 FREIBURG,GERMANY.",NA,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",NA,NA,NA,0179-1613,3,203-214,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,88,1991,ISIA1991GD64200003,17,"PSYCHOLOGY, BEHAVIORAL SCIENCES, ZOOLOGY",15,"PSYCHOLOGY, BIOLOGICAL, BEHAVIORAL SCIENCES, ZOOLOGY",NA,GD642,"UNIV FREIBURG,INST BIOL 1,W-7800 FREIBURG,GERMANY",ISI,none,UNIV FREIBURG,UNIV FREIBURG,NA,"LUNAU K, 1991, ETHOLOGY","LUNAU K, 1991, ETHOLOGY",NA,NA,NA,NA
STEINER KE;WHITEHEAD VB,STEINER KE,OIL FLOWERS AND OIL BEES - FURTHER EVIDENCE FOR POLLINATOR ADAPTATION,EVOLUTION,EVOLUTION,"WE EXAMINED FORELEG LENGTH AND BODY SIZE VARIATION IN TWO SPECIES OF OIL-COLLECTING BEES (REDIVIVA, MELITTIDAE) IN SOUTHERN AFRICA. OIL-COLLECTING BEES HARVEST OIL FROM HOST FLOWERS BY RUBBING THEIR FORELEGS AGAINST OIL-SECRETING TRICHOMES. SIGNIFICANT DIFFERENCES IN FORELEG LENGTH OCCUR AMONG POPULATIONS OF BOTH SPECIES. REDIVIVA ``PALLIDULA POPULATIONS VARY SIGNIFICANTLY IN MEAN FORELEG LENGTH (11.34 +/- 0.42 MM TO 12.67 +/- 0.36 MM), BUT NOT IN BODY LENGTH (10.59 +/- 0.74 TO 10.80 +/- 0.64), AND FORELEG LENGTH AND BODY SIZE ARE NOT SIGNIFICANTLY CORRELATED. INSTEAD, FORELEG VARIATION APPEARS TO BE A FUNCTION OF HOST PLANT SPUR LENGTH. NINETY-TWO PERCENT OF THE VARIANCE IN FORELEG LENGTH OF R. ``PALLIDULA IS EXPLAINED BY MEAN DIASCIA SPUR LENGTH. REDIVIVA RUFOCINCTA POPULATIONS VARY SIGNIFICANTLY IN MEAN FORELEG LENGTH (10.12 +/- 0.70 MM TO 12.34 +/- 0.68 MM) AND IN BODY LENGTH (9.03 +/- 0.26 MM TO 10.56 +/- 0.24 MM). FORELEG LENGTH SCALES ALLOMETRICALLY WITH BODY SIZE IN THIS SPECIES AS 90.5\% OF THE VARIANCE IN FORELEG LENGTH CAN BE EXPLAINED AS A FUNCTION OF BODY LENGTH. BODY SIZE APPEARS TO BE CONSTRAINED BY THE MORPHOLOGY OF THE OIL-SECRETING HOST PLANT. BOTH BEES COLLECT FLORAL OIL WITH SPECIALLY MODIFIED SETAE ON THE TARSI OF THEIR FORELEGS. THE LENGTH OF THE DISTI- + MEDIOTARSUS (REFERED TO HERE AS ``TARSUS) IN RELATION TO THE ENTIRE FORELEG IS SHORTER IN R. RUFOCINCTA AND DOES NOT INCREASE AS RAPIDLY WITH INCREASING FORELEG LENGTH AS FOR R. ``PALLIDULA. THESE DIFFERENCES IN VARIATION CAN BE ATTRIBUTED TO DIFFERENCES IN POSITION OF OIL WITHIN THE FLOWERS OF THE RESPECTIVE HOST PLANTS. REDIVIVA ``PALLIDULA COLLECTS OIL FROM DIASCIA SPECIES THAT HAVE THE OIL DEEPLY SITUATED IN NARROW FLORAL SPURS OF VARYING LENGTH, WHILE R. RUFOCINCTA COLLECTS OIL FROM THE BROADLY SACCATE FLOWERS OF BOWKERIA VERTICILLATA AND B. CITRINA.",DIASCIA; FLORAL OIL; OIL-COLLECTING BEES; POLLINATOR ADAPTATION; REDIVIVA,HYMENOPTERA; REDIVIVA; APOIDEA,ENGLISH,ARTICLE,ARTICLE,77,"STEINER, KE (REPRINT AUTHOR), NATL BOT INST,COMPTON HERBARIUM,PRIVATE BAG X7,CLAREMONT 7735,SOUTH AFRICA.;S AFRICAN MUSEUM,CAPE TOWN 8000,SOUTH AFRICA.",10.1111/J.1558-5646.1991.TB02651.X,"810 E 10TH STREET, LAWRENCE, KS 66044",NA,NA,NA,0014-3820,6,1493-1501,SOC STUDY EVOLUTION,45,1991,ISIA1991GH35900015,13,"ENVIRONMENTAL SCIENCES \& ECOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",25,"ECOLOGY, EVOLUTIONARY BIOLOGY, GENETICS \& HEREDITY",NA,GH359,"STEINER, KE (REPRINT AUTHOR), NATL BOT INST,COMPTON HERBARIUM,PRIVATE BAG X7,CLAREMONT 7735,SOUTH AFRICA",ISI,none,NA,NATL BOT INST,NA,"STEINER KE, 1991, EVOLUTION","STEINER KE, 1991, EVOLUTION",NA,NA,NA,NA
BANASZAK J,BANASZAK J,STRATEGY FOR CONSERVATION OF WILD BEES IN AN AGRICULTURAL LANDSCAPE,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,AGRIC. ECOSYST. ENVIRON.,"INVESTIGATIONS CARRIED OUT BY THE AUTHOR FOR 15 YEARS ON THE WIELKOPOLSKO-KUJAWSKA LOWLAND (WESTERN POLAND) SHOWED THAT WILD BEES (APOIDEA) ARE TODAY UNDER STRONG HUMAN PRESSURE. ABOUT 260 BEE SPECIES WERE FOUND IN THE AREA OF 20 000 KM2. A SIMILAR NUMBER OF SPECIES WAS RECORDED IN THIS AREA BY INVESTIGATORS HALF A CENTURY AGO, WHICH INDICATES THAT THE SURVIVAL OF THE FAUNA SEEMS TO BE THE RESULT OF SOME COMPENSATING FACTORS REDUCING THE EFFECTS OF INTENSIVE AGRICULTURAL MANAGEMENT. THE MAIN FACTOR AMONG THESE IS THE MOSAIC STRUCTURE OF THE LANDSCAPE, CONSISTING OF MEADOWS AND RESIDUES OF NATURAL AND SEMI-NATURAL PLANT COMMUNITIES AS A FAUNA REFUGE SYSTEM AND CROP FIELDS AS AN ADDITIONAL NUTRITIVE SYSTEM. IT WAS FOUND THAT IN A NORMALLY FUNCTIONING AGRICULTURAL LANDSCAPE, THE SHARE OF FARMLAND SHOULD NOT EXCEED THREE-QUARTERS OF THE TOTAL SURFACE. THE REMAINING PART OF THE LANDSCAPE SHOULD BE MADE UP OF REFUGE HABITATS FOR APOIDEA. WITHIN SUCH A SYSTEM, QUALITATIVE AND QUANTITATIVE CHANGES OF THE BEE FAUNA CAN OCCUR ON A MICROREGIONAL SCALE AND ARE USUALLY OF TEMPORARY CHARACTER. ON A REGIONAL SCALE THEY ARE NOT PERCEIVABLE AND PROBABLY NOT SO IMPORTANT. HENCE, INSTEAD OF CHANGES IN FAUNA, ONE SHOULD RATHER SPEAK ABOUT QUANTITATIVE OSCILLATIONS INSIDE A GIVEN REGION. THE SECOND FACTOR DECREASING THE NEGATIVE EFFECTS OF MANAGEMENT IS THE INTRODUCTION OF EXTENSIVE AREAS OF SOME NUTRITIVE PLANTS, E.G. RAPE.",NA,NA,ENGLISH,"ARTICLE, PROCEEDINGS PAPER",ARTICLE,71,"BANASZAK, J (REPRINT AUTHOR), PEDAGOG UNIV BYDGOSZCZ,DEPT ENVIRONM PROTECT,CHODKIEWICZA 51,BYDGOSZCZ,POLAND.",10.1016/0167-8809(92)90091-O,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",NA,NA,NA,0167-8809,14,179-192,ELSEVIER SCIENCE BV,40,1992,ISIA1992HZ72800013,21,"AGRICULTURE, ENVIRONMENTAL SCIENCES \& ECOLOGY",75,"AGRICULTURE, MULTIDISCIPLINARY, ECOLOGY, ENVIRONMENTAL SCIENCES",NA,HZ728,"BANASZAK, J (REPRINT AUTHOR), PEDAGOG UNIV BYDGOSZCZ,DEPT ENVIRONM PROTECT,CHODKIEWICZA 51,BYDGOSZCZ,POLAND",ISI,none,NA,PEDAGOG UNIV BYDGOSZCZ,NA,"BANASZAK J, 1992, AGRIC ECOSYST ENVIRON","BANASZAK J, 1992, AGRIC ECOSYST ENVIRON",NA,NA,NA,NA
CANE JH;BUCHMANN SL;LABERGE WE,CANE JH,"THE SOLITARY BEE MELISSODES-THELYPODII-THELYPODII COCKERELL (HYMENOPTERA, ANTHOPHORIDAE) COLLECTS POLLEN FROM WIND-POLLINATED AMARANTHUS-PALMERI WATSON",PAN-PACIFIC ENTOMOLOGIST,PAN-PACIFIC ENTOMOL.,"THE NATIVE SOLITARY BEE MELISSODES THELYPODII THELYPODII COCKERELL WAS OBSERVED TO HARVEST POLLEN FROM PANICLES OF THE ANEMOPHILOUS PLANT AMARANTHUS PALMERI WATSON IN SOUTHEASTERN ARIZONA. PURE AMARANTHUS POLLEN LOADS WERE REMOVED BY FEMALES FORAGING AT THIS PLANT, SUGGESTING FLORAL FIDELITY AND THIS BEE'S POTENTIAL VALUE FOR COMMERCIAL POLLINATION OF THE RELATED GRAIN AMARANTHS.",INSECTA; POLLINATION; ANEMOPHILY; MELISSODES; AMARANTHUS; POLLEN-FORAGING; BEES,NA,ENGLISH,ARTICLE,ARTICLE,3,"CANE, JH (REPRINT AUTHOR), AUBURN UNIV,DEPT ENTOMOL,AUBURN,AL 36849, USA.",NA,"CALIFORNIA ACAD OF SCIENCES GOLDEN GATE PARK, SAN FRANCISCO, CA 94118",NA,NA,NA,0031-0603,2,97-99,PACIFIC COAST ENTOMOL SOC,68,1992,ISIA1992HV74300002,0,ENTOMOLOGY,3,ENTOMOLOGY,NA,HV743,"CANE, JH (REPRINT AUTHOR), AUBURN UNIV,DEPT ENTOMOL,AUBURN,AL 36849, USA",ISI,none,NA,AUBURN UNIV,NA,"CANE JH, 1992, PAN-PACIFIC ENTOMOL","CANE JH, 1992, PAN-PACIFIC ENTOMOL",NA,NA,NA,NA
WHITTEN WM;YOUNG AM;STERN DL,WHITTEN WM,"NONFLORAL SOURCES OF CHEMICALS THAT ATTRACT MALE EUGLOSSINE BEES (APIDAE, EUGLOSSINI)",JOURNAL OF CHEMICAL ECOLOGY,J. CHEM. ECOL.,"WE PRESENT CHEMICAL ANALYSIS OF FOUR ROTTEN OR FUNGUS-INFECTED LOGS THAT ATTRACTED FRAGRANCE-COLLECTING MALE EUGLOSSINE BEES. EIGHT OF THE 10 VOLATILE COMPOUNDS DETECTED HAVE NEVER BEEN FOUND IN THE FRAGRANCES OF ORCHIDS POLLINATED BY MALE EUGLOSSINE BEES. NONFLORAL SOURCES OF CHEMICALS SUCH AS ROTTING WOOD MAY CONSTITUTE AN IMPORTANT FRAGRANCE RESOURCE FOR MALE BEES. SINCE ROTTEN LAGS PRODUCE LARGE QUANTITIES OF CHEMICALS OVER LONG PERIODS OF TIME, SUCH NONFLORAL SOURCES MIGHT BE MORE IMPORTANT THAN FLOWERS AS A SOURCE OF CERTAIN FRAGRANCES FOR SOME EUGLOSSINE BEE SPECIES. FRAGRANCE COLLECTING IN EUGLOSSINE BEES MIGHT HAVE EVOLVED ORIGINALLY IN RELATION WITH ROTTING WOOD RATHER THAN FLOWERS.",HYMENOPTERA; APIDAE; EUGLOSSINI; FLORAL FRAGRANCE; FUNGI; SKATOLE;; CHEMICAL ECOLOGY; ORCHID; ROTTING WOOD,MALE ORCHID BEES; FRAGRANCE COLLECTION; HYMENOPTERA; POLLINATORS; PLANTS,ENGLISH,ARTICLE,ARTICLE,51,"WHITTEN, WM (REPRINT AUTHOR), UNIV FLORIDA,FLORIDA MUSEUM NAT HIST,GAINESVILLE,FL 32611, USA.;MILWAUKEE PUBL MUSEUM,MILWAUKEE,WI 53233.;PRINCETON UNIV,DEPT ECOL \& EVOLUTIONARY BIOL,PRINCETON,NJ 08544.",10.1007/BF00980599,"233 SPRING ST, NEW YORK, NY 10013",NA,NA,NA,0098-0331,12,3017-3027,PLENUM PUBL CORP,19,1993,ISIA1993MN99000018,27,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, ENVIRONMENTAL SCIENCES \& ECOLOGY",20,"BIOCHEMISTRY \& MOLECULAR BIOLOGY, ECOLOGY",NA,MN990,"WHITTEN, WM (REPRINT AUTHOR), UNIV FLORIDA,FLORIDA MUSEUM NAT HIST,GAINESVILLE,FL 32611, USA",ISI,none,PRINCETON UNIV,UNIV FLORIDA,NA,"WHITTEN WM, 1993, J CHEM ECOL","WHITTEN WM, 1993, J CHEM ECOL",NA,NA,NA,NA
MENZEL R;SHMIDA A,MENZEL R,THE ECOLOGY OF FLOWER COLORS AND THE NATURAL COLOR-VISION OF INSECT POLLINATORS - THE ISRAELI FLORA AS A STUDY CASE,BIOLOGICAL REVIEWS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,BIOL. REV. CAMBRIDGE PHILOSOPHIC. SOC.,NA,NA,HONEYBEE; BEES,ENGLISH,ARTICLE,ARTICLE,145,"MENZEL, R (REPRINT AUTHOR), FREE UNIV BERLIN,FACHBEREICH BIOL,INST NEUROBIOL,KONIGIN LUISE STR 28-30,W-1000 BERLIN 33,GERMANY.;HEBREW UNIV JERUSALEM,DEPT EVOLUTIONARY ECOL,IL-91904 JERUSALEM,ISRAEL.",10.1111/J.1469-185X.1993.TB00732.X,"40 WEST 20TH STREET, NEW YORK, NY 10011-4211",NA,NA,NA,0006-3231,1,81-120,CAMBRIDGE UNIV PRESS,68,1993,ISIA1993KT39800002,64,LIFE SCIENCES \& BIOMEDICINE - OTHER TOPICS,42,BIOLOGY,NA,KT398,"MENZEL, R (REPRINT AUTHOR), FREE UNIV BERLIN,FACHBEREICH BIOL,INST NEUROBIOL,KONIGIN LUISE STR 28-30,W-1000 BERLIN 33,GERMANY",ISI,none,HEBREW UNIV JERUSALEM,FREE UNIV BERLIN,NA,"MENZEL R, 1993, BIOL REV CAMBRIDGE PHILOSOPHIC SOC","MENZEL R, 1993, BIOL REV CAMBRIDGE PHILOSOPHIC SOC",NA,NA,NA,NA
SCHUSTER A;NOYMEIR I;HEYN CC;DAFNI A,SCHUSTER A,"POLLINATION-DEPENDENT FEMALE REPRODUCTIVE SUCCESS IN A SELF-COMPATIBLE OUTCROSSER, ASPHODELUS-AESTIVUS BROT",NEW PHYTOLOGIST,NEW PHYTOL.,"EXPERIMENTS WERE CARRIED OUT, DURING THREE YEARS (1986-8), ON A POPULATION OF ASPHODELUS AESTIVUS BROT. (LILIACEAE) IN A SEMI-ARID ENVIRONMENT, TO TEST WHETHER SEED PRODUCTION OF PLANTS WAS LIMITED BY QUANTITY AND/OR QUALITY OF POLLEN SUPPLY. THE NATURAL POLLINATORS ARE MAINLY SOLITARY BEES. THE FRACTION OF FLOWERS SETTING FRUITS VARIED FROM 8 TO 40\% BETWEEN YEARS. FRUIT SET OF PLANTS CAGED TO EXCLUDE INSECTS WAS LESS THAN 3\%. FRUIT SET WAS INCREASED BY ARTIFICIAL POLLINATION OF FLOWERS WITH THEIR OWN POLLEN TO 43-64\%. THIS INDICATES THAT THE PLANT IS SELF-COMPATIBLE, BUT DUE TO THE POSITION OF THE ANTHERS AND STIGMA, INSECT VISITS ARE REQUIRED FOR EFFECTIVE POLLINATION. CROSS-POLLINATED CAGED FLOWERS SET YET MORE FRUITS (59-82\%) AND MUCH MORE (2-4 TIMES) FULL SEEDS PER FRUIT THAN SELF-POLLINATED FLOWERS. THE ARTIFICIAL ADDITION OF CROSS-POLLEN TO FLOWERS, IN THE NATURAL ENVIRONMENT, INCREASED THE MEAN NUMBER OF FULL SEEDS PER FLOWER ON THE WHOLE PLANT. THUS, NATURAL REPRODUCTION WAS LIMITED BY INSECT POLLINATION. A QUANTITATIVE EFFECT WAS INDICATED BY A STRONG POSITIVE ASSOCIATION BETWEEN THE NUMBER OF POLLEN GRAINS ON A STIGMA AND THE PROBABILITIES OF THE FLOWER MATURING A FRUIT AND OF ITS OVULES SETTING SEEDS. FURTHERMORE, IN 20-60\% OF FLOWERS IN THE POPULATION, STIGMA LOADS WERE LESS THAN 13 POLLEN GRAINS, WHICH INDICATED VERY LOW PROBABILITY OF FRUIT MATURATION. A QUALITATIVE RESPONSE WAS SHOWN BY THE POSITIVE EFFECT OF ARTIFICIALLY ADDED CROSS-POLLEN ON THE NUMBER OF FULL VS. EMPTY SEEDS, AN EFFECT SIMILAR TO THAT OF CROSS- VS. SELF-POLLINATION IN CAGED PLANTS. THE PROPORTION OF FULL SEEDS DEVELOPING IN A CLONE OF ASPHODELUS IN THE NATURAL POPULATION WAS INVERSELY RELATED TO THE PROPORTION OF INFLORESCENCES IN ITS NEIGHBOURHOOD THAT BELONGED TO THE SAME CLONE, WHICH SUGGESTS THAT FERTILITY IS LIMITED BY AN EXCESS OF POLLEN FROM THE SAME CLONE BEING SUPPLIED BY INSECTS. IT IS CONCLUDED THAT FEMALE REPRODUCTIVE SUCCESS OF ASPHODELUS AESTIVUS IN ITS NATURAL ENVIRONMENT DEPENDED ON BOTH THE AMOUNT AND ORIGIN OF THE POLLEN SUPPLIED BY ITS POLLINATORS.",ASPHODELUS-AESTIVUS; POLLINATION LIMITATION; POLLEN QUALITY; POLLEN QUANTITY,SEED-SET; FRUIT PRODUCTION; INBREEDING DEPRESSION; IPOMOPSIS-AGGREGATA; MATERNAL INVESTMENT; LOTUS-CORNICULATUS; POLLEN LIMITATION; FLORAL DISPLAY; GENETIC LOAD; PLANTS,ENGLISH,ARTICLE,ARTICLE,22,"SCHUSTER, A (REPRINT AUTHOR), HEBREW UNIV JERUSALEM,DEPT EVOLUT SYSTEMAT \& ECOL,IL-91904 JERUSALEM,ISRAEL.;UNIV HAIFA,INST EVOLUT,IL-31999 HAIFA,ISRAEL.",NA,"40 WEST 20TH STREET, NEW YORK, NY 10011-4211",NA,NA,NA,0028-646X,1,165-174,CAMBRIDGE UNIV PRESS,123,1993,ISIA1993KQ71800019,53,PLANT SCIENCES,13,PLANT SCIENCES,NA,KQ718,"SCHUSTER, A (REPRINT AUTHOR), HEBREW UNIV JERUSALEM,DEPT EVOLUT SYSTEMAT \& ECOL,IL-91904 JERUSALEM,ISRAEL",ISI,none,UNIV HAIFA,HEBREW UNIV JERUSALEM,NA,"SCHUSTER A, 1993, NEW PHYTOL","SCHUSTER A, 1993, NEW PHYTOL",NA,NA,NA,NA
NAUMANN K;CURRIE RW;ISMAN MB,NAUMANN K,EVALUATION OF THE REPELLENT EFFECTS OF A NEEM INSECTICIDE ON FORAGING HONEY-BEES AND OTHER POLLINATORS,CANADIAN ENTOMOLOGIST,CAN. ENTOMOL.,"A STANDARDIZED, OIL-FREE NEEM (AZADIRACHTA INDICA A. JUSS) SEED EXTRACT (NSE) WAS TESTED FOR REPELLENCY TO HONEY BEES USING A FEEDING-DISH CHOICE BIOASSAY, AND TO HONEY BEES AND OTHER POLLINATORS IN FIELD APPLICATIONS ON BLOOMING CANOLA. FORAGING HONEY BEE WORKERS WERE ABLE TO DISCRIMINATE BETWEEN UNTAINTED SUGAR SYRUP AND SYRUP CONTAINING FORMULATED NSE AT CONCENTRATIONS AS LOW AS 0.1 PPM AZADIRACHTIN, THE PRINCIPAL ACTIVE INGREDIENT OF NSE. HOWEVER THERE WERE NO SIGNIFICANT DIFFERENCES IN THE NUMBERS OF FORAGING BEES COLLECTED IN NEEM-TREATED, SOLVENT-TREATED, OR UNTREATED CANOLA PLOTS. OTHER POLLINATOR SPECIES PRESENT WERE SIMILARLY UNAFFECTED. OUR RESULTS SUGGEST THAT HONEY BEES MAY BE SUCCESSFULLY UTILIZED IN BLOOMING CROPS THAT HAVE BEEN TREATED WITH DOSES OF NSE SUFFICIENT TO CONTROL PHYTOPHAGOUS INSECT PESTS. THE RESULTS OF THIS STUDY ALSO SUGGEST THAT USING FEEDING-DISH BIOASSAYS TO SCREEN POTENTIAL REPELLENT COMPOUNDS, ALTHOUGH DEMONSTRATING THE ABILITY OF HONEY BEES TO DETECT COMPOUNDS, MAY NOT YIELD SIMILAR RESULTS IN THE FIELD.",NA,AZADIRACHTA-INDICA,ENGLISH,ARTICLE,ARTICLE,29,"NAUMANN, K (REPRINT AUTHOR), UNIV BRITISH COLUMBIA,DEPT PLANT SCI,VANCOUVER V6T 1Z4,BC,CANADA.;UNIV MANITOBA,DEPT ENTOMOL,WINNIPEG R3T 2N2,MANITOBA,CANADA.",10.4039/ENT126225-2,"393 WINSTON AVE, OTTAWA ON K2A 1Y8, CANADA",NA,NA,NA,0008-347X,2,225-230,ENTOMOL SOC CANADA,126,1994,ISIA1994NM44000004,21,ENTOMOLOGY,17,ENTOMOLOGY,NA,NM440,"NAUMANN, K (REPRINT AUTHOR), UNIV BRITISH COLUMBIA,DEPT PLANT SCI,VANCOUVER V6T 1Z4,BC,CANADA",ISI,none,UNIV MANITOBA,UNIV BRITISH COLUMBIA,NA,"NAUMANN K, 1994, CAN ENTOMOL","NAUMANN K, 1994, CAN ENTOMOL",NA,NA,NA,NA
JOHNSON SD;STEINER KE,JOHNSON SD,POLLINATION BY MEGACHILID BEES AND DETERMINANTS OF FRUIT-SET IN THE CAPE ORCHID DISA-TENUIFOLIA,NORDIC JOURNAL OF BOTANY,NORD. J. BOT.,"WILD-FIRES NEAR CAPE TOWN, SOUTH AFRICA, STIMULATED MASS FLOWERING IN SEVERAL POPULATIONS OF DISA TENUIFOLIA (ORCHIDACEAE). WE FOUND THAT THE BRIGHT YELLOW FLOWERS OF THE ORCHID ARE POLLINATED BY VARIOUS CARDER AND LEAFCUTTER BEES (MEGACHILIDAE) AND OCCASIONALLY MONKEY BEETLES (SCARABAEIDAE: HOPLIINI). THE HIGHLY ELONGATE POLLINARIA BECOME ATTACHED TO THE UNDERSIDE OF THE POLLINATOR'S THORAX. THE BEES SHOWED STRONG FIDELITY TOWARDS THE ORCHID, DESPITE THE LACK OF NECTAR IN ITS FLOWERS. THE ORCHID DOES NOT APPEAR TO MIMIC OTHER REWARDING SPECIES. IT WAS CONCLUDED THAT THE POLLINATION SYSTEM OF D. TENUIFOLIA DEPENDS ON EXPLOITATION OF INSTINCTIVE FORAGING AND TERRITORIAL BEHAVIOUR OF MALE MEGACHILID BEES. THE FRUITING SUCCESS OF D. TENUIFOLIA AT THE STUDY SITE WAS POLLINATOR-LIMITED AS SUPPLEMENTARY HAND-POLLINATIONS RESULTED IN A TWO-FOLD INCREASE IN THE PERCENTAGE OF FLOWERS WHICH SET FRUIT.",NA,DECEPTION,ENGLISH,ARTICLE,ARTICLE,13,"UNIV CAPE TOWN,DEPT BOT,RONDEBOSCH 7700,SOUTH AFRICA.;NATL BOT INST,COMPTON HERBARIUM,CLAREMONT 7735,SOUTH AFRICA.",10.1111/J.1756-1051.1994.TB00637.X,"THE SECRETARY BOTANICAL MUSEUM GOTHERSGADE 130, DK-1123 COPENHAGEN K, DENMARK",NA,NA,NA,0107-055X,5,481-485,NORDIC JOURNAL OF BOTANY,14,1994,ISIA1994QA82000001,27,PLANT SCIENCES,11,PLANT SCIENCES,NA,QA820,"UNIV CAPE TOWN,DEPT BOT,RONDEBOSCH 7700,SOUTH AFRICA",ISI,none,UNIV CAPE TOWN;NATL BOT INST,UNIV CAPE TOWN,NA,"JOHNSON SD, 1994, NORD J BOT","JOHNSON SD, 1994, NORD J BOT",NA,NA,NA,NA
